PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
J82177,JOHN POUNDS SURGERY,3749,31661,30449,29378,20788
J82178,PRINCES GARDENS SURGERY,8193,40540,35080,32478,26924
J82180,TOWNHILL SURGERY,5373,41364,35865,33274,29745
J82181,MAYFIELD MEDICAL CENTRE,9344,41474,37103,32290,27283
J82182,CANUTE SURGERY,4630,38197,33665,30210,26306
J82183,MULBERRY HOUSE SURGERY,6105,41986,37349,33901,27865
J82184,PINEHILL SURGERY,3614,49378,41491,35861,32045
J82187,WESTON LANE SURGERY,9205,35553,32656,29329,25097
J82188,BURSLEDON SURGERY,3608,44026,37697,34348,30326
J82190,THE BROWNHILL SURGERY,7154,53683,44827,37870,35723
J82191,HEYWARD ROAD SURGERY,3799,39962,34893,32401,25676
J82192,ST LUKES SURGERY,12793,53517,44209,37266,35027
J82194,MILTON PARK PRACTICE,7061,38853,34336,31785,25990
J82195,SOUTHWOOD PRACTICE,6374,54919,45894,37631,35458
J82196,THE HOMEWELL PRACTICE,11539,38389,33958,30804,26828
J82197,BENTLEY VILLAGE SURGERY,3427,56666,45727,40174,36931
J82198,THE WELLINGTON PRACTICE,3147,40021,34782,32584,26521
J82199,DR LAWSON & PARTNERS,15719,36315,32888,30801,23257
J82201,THE GRANGE SURGERY,7583,49308,41238,37604,33376
J82203,REGENTS PARK SURGERY,5727,40022,35408,31538,26732
J82206,MONTEAGLE SURGERY,5847,55953,47750,38560,36285
J82207,HILL LANE SURGERY,8078,45851,38659,34765,28654
J82208,ST.PETERS SURGERY,5168,38584,33843,30352,26520
J82210,THE ELMS PRACTICE,9161,39347,32964,33565,30777
J82212,THE EASTNEY PRACTICE,4820,41087,35767,33388,27279
J82213,BROOK HOUSE SURGERY,4478,36980,33646,29716,25017
J82214,WHITCHURCH SURGERY,5553,50840,43187,38121,34927
J82215,LEE-ON-THE-SOLENT HEALTH CENTRE,6518,43659,39015,35040,32903
J82216,BROOK LANE SURGERY,11474,54282,45304,38217,35974
J82217,HOMELESS HEALTHCARE TEAM,504,37898,33267,29363,22340
J82218,CHINEHAM MEDICAL PRACTICE,11596,59054,49138,39107,36581
J82220,ROOKSDOWN PRACTICE,6209,47862,40944,34734,31793
J82605,WALNUT TREE SURGERY,3391,39815,34199,31144,23262
J82609,QUEENSWOOD SURGERY,4544,44899,38731,33831,31362
J82619,PORTSWOOD SOLENT SURGERY,4949,38643,34028,31499,24391
J82622,LADIES WALK PRACTICE,8412,38671,33625,30929,27027
J82625,BOUNDARIES SURGERY,3577,56438,48037,40803,38601
J82628,CRONDALL NEW SURGERY,4599,60337,50053,40789,38236
J82629,DERRY DOWN CLINIC,2691,50337,42606,37075,34141
J82630,NORTH CAMP SURGERY,4648,48718,42039,35936,32134
J82631,BARGATE MEDICAL CENTRE,4227,37986,34815,31663,22655
J82633,RIVERSIDE PARTNERSHIP,5759,49458,40758,36793,32586
J82639,KINGSCLERE HEALTH CENTRE,5564,53413,45300,39500,36247
J82640,HORNDEAN SURGERY,4770,49383,43037,36591,33846
J82646,PARK LANE MEDICAL CENTRE,5194,36485,33144,29167,24974
J82648,MANOR WAY SURGERY,4793,43347,38747,34796,32565
J82650,MIDDLE PARK MEDICAL CENTRE,2961,35598,32992,28463,24230
J82663,HIGHFIELD HEALTH,4126,41746,37330,33932,27013
J82669,ROWNER HEALTH CENTRE,6877,40000,35593,31754,27099
J82688,BEGGARWOOD SURGERY,6985,60027,47872,38447,36449
J83001,MERCHISTON SURGERY,14079,36301,29946,27248,24226
J83002,WESTROP SURGERY,10123,39440,32821,29762,26325
J83003,HARCOURT MEDICAL CENTRE,11758,40910,32703,31163,27138
J83004,WHITEPARISH SURGERY,6793,46423,39423,34850,31173
J83005,BARCROFT MEDICAL CENTRE,10441,41621,34342,31083,27771
J83006,PURTON SURGERY,9425,43730,35116,31131,27927
J83007,HATHAWAY SURGERY,16050,42521,33655,30965,28354
J83008,LOVEMEAD GROUP PRACTICE,17264,38208,30459,28497,25059
J83009,RIDGEWAY VIEW FAMILY PRACTICE,11621,41020,34040,30793,27877
J83010,PORCH SURGERY,11739,41405,34200,31848,28743
J83011,GIFFORDS PRIMARY CARE CTR,14166,36032,30563,27419,24536
J83013,BOX SURGERY,6603,44023,35386,32191,29142
J83014,CASTLE PRACTICE,11221,45937,37002,32854,28607
J83016,ADCROFT SURGERY,13593,38257,30283,28575,24928
J83017,PEWSEY SURGERY,6609,42372,32627,31945,26870
J83018,AVENUE SURGERY,16279,38350,30528,29492,25944
J83019,THE ORCHARD PARTNERSHIP,10366,42481,34638,32376,27945
J83020,ST ANN STREET SURGERY,8089,41760,33522,31375,27424
J83021,SALISBURY MEDICAL PRACTICE,17525,40252,32315,30405,26390
J83022,OLD TOWN SURGERY,8629,43054,32709,31241,26307
J83023,AVON VALLEY PRACTICE,6225,44494,35126,32200,28147
J83024,PRIORY ROAD MEDICAL CENTRE,8479,30716,26016,24452,20595
J83025,GREAT WESTERN SURGERY,5602,35043,27702,26046,22884
J83026,ENDLESS STREET SURGERY,8770,42913,34651,31840,28157
J83027,HAWTHORN MEDICAL CENTRE,12050,32334,26435,25124,21539
J83028,BRADFORD ROAD MEDICAL CTR,10636,37326,29932,28055,24651
J83029,TINKERS LANE SURGERY,8815,41852,34406,30778,27828
J83030,BRADFORD-ON-AVON AND MELKSHAM HEALTH,21152,42064,33365,31222,28470
J83031,MOREDON MEDICAL CENTRE,11543,34531,27927,26072,22584
J83032,THREE SWANS SURGERY,8674,41358,32913,31287,27364
J83033,WHALEBRIDGE PRACTICE,9808,34117,26748,25598,21794
J83034,LANSDOWNE SURGERY,7683,37153,31103,29092,25098
J83035,ABBEY MEADS MEDICAL PRACT,19526,39944,30539,27614,24184
J83036,ASHINGTON HOUSE SURGERY,10390,43228,31873,30555,26472
J83037,MARLBOROUGH SURGERY,11929,41751,34232,32129,28718
J83038,KINGSWOOD SURGERY,9518,30006,25371,24122,20288
J83039,NORTHLANDS SURGERY,10745,38946,31422,28899,25834
J83040,WHITE HORSE HEALTH CENTRE,19450,34465,30273,27238,23593
J83041,MALMESBURY PRIMARY CARE CENTRE,15299,46362,36686,32991,28995
J83042,ROWDEN SURGERY,15754,41519,32912,30577,27926
J83043,DOWNTON SURGERY,6745,42296,35609,31998,28651
J83044,WIDBROOK MEDICAL PRACTICE,5722,36821,29604,27783,24370
J83045,RAMSBURY SURGERY,8798,44773,36724,33681,29755
J83046,SPA MEDICAL CENTRE,10885,36566,30925,27795,24930
J83047,ELDENE SURGERY,7890,34545,28997,26917,23466
J83048,ST MELOR HOUSE SURGERY,5111,41018,34056,30853,27564
J83049,SOUTHBROOM SURGERY,11458,37480,31210,29120,25185
J83050,PATFORD HOUSE SURGERY PARTNERSHIP,8636,41596,33315,30348,27232
J83052,MILLSTREAM MEDICAL CENTRE,5733,41358,33056,31263,27295
J83053,ST.JAMES SURGERY,6622,37167,31033,29001,25053
J83054,THE HERMITAGE SURGERY,4399,41064,31416,29977,25824
J83055,NEW COURT SURGERY,9242,41998,34619,30882,27941
J83056,MARKET LAVINGTON SURGERY,5557,41625,33447,31402,27260
J83057,NORTH SWINDON PRACTICE,12443,40518,31791,28415,25067
J83058,TISBURY SURGERY,3672,38712,33048,30602,25949
J83059,THE LAWN MEDICAL CENTRE,6982,40180,31026,29671,25883
J83060,MERE SURGERY,4424,36127,31052,28415,24806
J83062,WILTON HEALTH CENTRE,3250,39417,32982,31442,26583
J83063,TAW HILL MEDICAL PRACTICE,12073,49158,35188,31393,26206
J83064,RIDGE GREEN MEDICAL PRACTICE,10266,44489,32612,30569,26578
J83601,BURBAGE SURGERY,3396,45129,35810,32906,28231
J83603,JUBILEE FIELD SURGERY,4553,49038,38345,33853,30736
J83609,CRICKLADE SURGERY,2640,44922,36864,32743,29469
J83615,OLD SCHOOL HOUSE SURGERY,3575,46651,37636,33681,29402
J83618,TOLSEY SURGERY,3414,45870,35483,32935,27887
J83619,COURTYARD SURGERY,2657,40306,33312,30780,26706
J83625,LODGE SURGERY,8256,44613,33442,31031,28609
J83629,SILTON SURGERY,1934,38022,31884,28943,25551
J83630,HINDON SURGERY,2150,36819,31688,29391,25213
J83632,CROSS PLAIN SURGERY,3484,46146,35721,32651,29167
J83633,VICTORIA CROSS SURGERY,6841,39150,30451,28880,24960
J83636,BEVERSBROOK MEDICAL CENTRE,6342,39047,31587,28964,25855
J83642,SMALLBROOK SURGERY,4225,38356,30589,29495,25936
J83643,BOURNE VALLEY PRACTICE,3001,45980,37033,32893,28694
J83644,ELDENE HEALTH CENTRE,2494,35275,29334,27197,23754
J83645,PHOENIX SURGERY,5010,37403,29234,28098,24189
J83646,PARK LANE PRACTICE,6500,36584,28558,27301,22820
J83649,CORNERSTONE PRACTICE,1602,40479,33424,30308,27226
J84003,VENTNOR MEDICAL CENTRE,5034,33375,29033,29294,27273
J84004,EAST COWES MEDICAL CENTRE,8322,36805,32507,31276,27998
J84005,ESPLANADE SURGERY,9937,35137,30026,29898,26448
J84007,ST.HELENS MEDICAL CENTRE,6145,35769,29661,30585,27950
J84008,ARGYLL HOUSE,4280,35353,30408,29881,26784
J84010,SHANKLIN MEDICAL CENTRE,11207,32057,27990,28359,25878
J84011,CARISBROOKE HEALTH CENTRE,10483,37145,31526,31012,28371
J84012,TOWER HOUSE SURGERY,10438,35074,30192,29783,26375
J84013,SANDOWN HEALTH CENTRE,11825,32794,28865,28564,26447
J84014,THE DOWER HOUSE,12491,35707,30279,30431,27527
J84015,COWES HEALTH CENTRE,15083,40650,33893,33086,30706
J84016,SOUTH WIGHT MEDICAL PRACTICE,5705,38872,32502,31249,29778
J84017,MEDINA HEALTHCARE,8971,36554,30995,30744,28214
J84018,GROVE HOUSE SURGERY,3574,33198,28905,29232,27178
J84019,BROOKSIDE HEALTH CENTRE,10676,32750,27227,28569,27060
J84020,BEECH GROVE SURGERY,4950,33066,28940,28763,26497
J84602,GARFIELD ROAD SURGERY,2735,35256,30282,29869,26645
K81001,THE WATERFIELD PRACTICE,11959,49196,41801,36105,32271
K81002,EASTFIELD HOUSE SURGERY,12494,49744,40876,36840,33008
K81003,SWALLOWFIELD MEDICAL PRACTICE,11459,56882,47563,40489,37054
K81004,TILEHURST SURGERY,13511,45521,38983,34043,30623
K81005,WEXHAM ROAD SURGERY,4217,39970,34618,29244,23754
K81006,THE SANDHURST GROUP PRACTICE,19751,56052,46169,38779,36252
K81007,LONDON STREET SURGERY,4492,44801,39625,34896,27415
K81010,KINGS CORNER SURGERY,7467,58437,50672,43682,39038
K81012,THE BOAT HOUSE SURGERY,10958,58272,47702,41139,38039
K81014,BALMORE PARK SURGERY,16095,58931,47209,40638,37331
K81015,WOODLANDS PARK SURGERY,3094,52275,46243,39010,35242
K81017,FALKLAND SURGERY,14258,51983,42941,37665,34297
K81018,LINDEN MEDICAL CENTRE,9613,51503,44350,37861,33425
K81019,ROSS ROAD MEDICAL CENTRE,2729,50985,45193,38040,34304
K81020,CLAREMONT HOLYPORT SURGERY,17772,52577,46051,39256,34834
K81021,DATCHET HEALTH CENTRE,10389,52154,43369,40027,34983
K81022,WOKINGHAM MEDICAL CENTRE,23094,60604,47430,40905,39217
K81023,HEATH HILL SURGERY,7174,59703,49138,41317,37009
K81024,LANGLEY HEALTH CENTRE,17063,45166,38075,33762,28038
K81025,FINCHAMPSTEAD PRACTICE,15260,64733,52876,42592,41621
K81026,CHATHAM STREET SURGERY,7330,44592,38821,34116,27363
K81027,MORTIMER SURGERY,11798,54337,44454,38307,35849
K81028,MAGNOLIA HOUSE SURGERY,9179,59155,50762,43891,39249
K81030,RINGMEAD MEDICAL PRACTICE,15558,50011,42532,36067,32227
K81032,BOUNDARY HOUSE SURGERY,8691,48347,41189,35494,31564
K81034,CROSBY HOUSE SURGERY,11131,39628,34813,28602,22919
K81036,THE CEDARS SURGERY,10564,50786,44880,38148,33772
K81039,THE AVENUE MEDICAL CENTRE,6766,38724,34060,29464,25376
K81040,MILMAN ROAD SURGERY DR LISTER,9736,42092,37898,32960,26590
K81041,EMMER GREEN SURGERY,9304,57387,47574,40192,37502
K81042,COOKHAM MEDICAL CENTRE,7701,55253,46968,41369,35712
K81043,HERSCHEL MEDICAL CENTRE,12690,42167,36658,31248,25269
K81044,MELROSE SURGERY DR FAB WILLIAMS,1818,46001,40146,34843,27625
K81045,PARKSIDE PRACTICE,13837,52719,43275,37263,33261
K81046,LEE HOUSE SURGERY,7341,54433,45882,40176,36465
K81047,BROOKSIDE PRACTICE,26554,62507,50695,42093,39992
K81048,LONG BARN LANE SURGERY,5551,39254,35945,30976,25156
K81050,THE DOWNLAND PRACTICE,10895,57866,47729,40198,36197
K81051,WOODLEY PRACTICE,11009,55617,44591,38470,35613
K81052,LAMBOURN SURGERY,6491,46085,38796,34995,31863
K81055,WARGRAVE PRACTICE,6690,56473,46662,40599,37882
K81056,WESTWOOD ROAD SURGERY,5200,45505,39372,33872,30174
K81057,HUNGERFORD SURGERY,7520,45958,39656,34418,31285
K81059,THE GAINSBOROUGH PRACTICE,9996,54495,45816,38528,35308
K81060,BINFIELD SURGERY,10048,59230,48920,39946,37948
K81061,NORTHCROFT SURGERY,8824,47988,39720,36042,32062
K81062,WESTERN ELMS SURGERY,15774,44500,38255,33995,28024
K81063,ST MARY'S ROAD SURGERY,11818,48231,40170,35694,31834
K81065,WHITLEY VILLA SURGERY,5733,45119,40197,34883,28028
K81066,THE SYMONS MEDICAL CENTRE,11989,52220,45286,38385,34354
K81067,CIRCUIT LANE SURGERY,10358,42584,36693,33236,28963
K81068,SHEET STREET SURGERY,9774,54135,46367,40243,36185
K81069,LODDON VALE PRACTICE,15517,57948,46610,39750,37173
K81070,TWYFORD SURGERY,12514,61320,51648,42240,43874
K81072,LONDON ROAD SURGERY,2444,47623,40673,34704,28042
K81073,THATCHAM HEALTH CENTRE,18478,50541,42103,35037,33113
K81074,CLARENCE MEDICAL CENTRE,15407,51490,43830,40531,34280
K81075,FARNHAM ROAD PRACTICE,23782,40105,35354,29730,24793
K81076,GREEN MEADOWS SURGERY,10020,56259,48461,41460,37723
K81077,THEALE MEDICAL CENTRE,10721,49840,42508,36111,33139
K81078,GROVELANDS MEDICAL CENTRE,14337,44443,38232,33696,28923
K81080,THE NEW SURGERY,6651,62255,49573,41870,37064
K81081,ABBEY MEDICAL CENTRE,2287,45252,39334,34863,28049
K81082,THE VILLAGE MEDICAL CENTRE,13764,42558,37027,31655,26391
K81083,BHARANI MEDICAL CENTRE,13055,40217,35904,30190,24483
K81084,ROSEMEAD SURGERY,5747,57614,50028,42128,38156
K81085,SHREEJI MEDICAL CENTRE,6115,40279,35427,29248,23811
K81086,MANOR PARK MEDICAL CENTRE,10246,40757,35499,29516,23948
K81087,EASTHAMPSTEAD SURGERY,5261,45723,39430,34698,30196
K81089,RAGSTONE ROAD SURGERY,3386,41471,36571,31138,25126
K81092,WOOSEHILL PRACTICE,11790,67370,51951,43004,41319
K81094,GREAT HOLLANDS PRACTICE,3759,49932,42356,35995,32270
K81097,REDWOOD HOUSE SURGERY,6196,52340,46140,38804,35187
K81100,PEMBROKE SURGERY,5505,48469,41250,35687,28755
K81101,MILMAN ROAD SURGERY DR KUMAR,6853,44097,38957,33860,28374
K81102,BURDWOOD SURGERY,10044,52969,44273,36834,34391
K81103,CHAPEL ROW SURGERY,7556,53330,45712,39270,34341
K81605,UNIVERSITY MEDICAL CENTRE,19079,48069,41935,36770,29575
K81607,CORDWALLIS ROAD SURGERY,3522,48623,42906,36775,32079
K81608,DR NABI,5235,40341,35803,30021,24705
K81610,FOREST END MEDICAL PRACTICE,11592,49398,41612,35700,31542
K81613,KENNET SURGERY,4469,45422,39585,33935,26835
K81616,KUMAR MEDICAL CENTRE,4497,40635,35164,29664,24090
K81622,WILDERNESS PRACTICE,2036,55359,45883,38937,35313
K81630,SOUTH MEADOW SURGERY,12746,49841,44957,38629,33722
K81633,SOUTH READING SURGERY,8003,46907,40890,35169,30506
K81636,79 RUSSELL STREET - DR SWAMI,6503,47752,40459,36065,30640
K81638,BURMA HILL PRACTICE,1866,56729,44819,39499,37384
K81640,ELDON ROAD SURGERY,2421,46875,40703,35098,27451
K81644,TILEHURST VILLAGE SURGERY,12092,47375,40831,35505,31021
K81645,240 WEXHAM ROAD,4442,39860,34565,29229,23824
K81647,PEPPARD ROAD SURGERY,2212,56348,46173,39863,36217
K81651,MELROSE SURGERY DR DEAN,5738,46361,40240,34969,27928
K81655,RADNOR HOUSE SURGERY,2703,55487,48036,41283,36986
K81656,CROWN WOOD MEDICAL CENTRE,4806,49733,41519,35765,31206
K81657,EVERGREEN PRACTICE,4005,47112,40259,34859,30931
K81667,TAPLOW HEALTH CENTRE,3674,48897,41494,37181,32323
K82001,RECTORY MEADOW SURGERY,8905,59122,48629,42790,37876
K82003,WOLVERTON HEALTH CENTRE,14984,38743,34913,30283,26302
K82004,AMERSHAM HEALTH CENTRE,12748,58840,47648,42653,37685
K82005,HAWTHORNDEN SURGERY,6739,53747,43635,39152,35035
K82006,IVER MEDICAL CENTRE,9618,49076,41881,39620,33561
K82007,THE SWAN PRACTICE,18960,51902,44389,37913,34727
K82008,THE HALL PRACTICE,9426,60552,49789,43654,37439
K82009,STONY MEDICAL CENTRE,11508,44590,36391,32450,30566
K82010,TOWER HOUSE SURGERY,9281,45310,39880,33545,28199
K82011,MILLBARN MEDICAL CENTRE,7527,58626,48380,43162,37596
K82012,HIGHFIELD SURGERY,5986,55659,49123,41298,37293
K82013,THE RED HOUSE SURGERY,13770,40881,36662,31969,28462
K82014,OAKFIELD SURGERY,4992,48305,40557,35264,32221
K82015,PARKSIDE MEDICAL CENTRE,10249,41253,37044,32196,28970
K82016,NEWPORT PAGNELL MED.CTR.,18637,47278,40833,35179,33448
K82017,DESBOROUGH SURGERY,10761,48549,42431,36116,30948
K82018,MEADOWCROFT SURGERY,13846,44514,38167,32254,28484
K82019,THE MANDEVILLE PRACTICE,16902,46048,39877,33444,30688
K82020,CHILTERN HOUSE MED CENTRE,9528,51114,43535,37461,32556
K82021,THE CROSS KEYS PRACTICE,14453,52870,45445,40140,37138
K82022,KINGSWOOD SURGERY,9937,44403,39239,33492,28221
K82023,"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP",27548,55159,46746,40330,37477
K82024,DR FIRTH AND PARTNERS,10487,50647,43582,38183,34148
K82025,SOVEREIGN MEDICAL CENTRE,10707,44016,38162,33843,29476
K82026,WHADDON HOUSE SURGERY,11579,41837,37596,32369,29480
K82027,PURBECK HEALTH CENTRE,6823,42137,37315,32027,27804
K82028,HADDENHAM MEDICAL CENTRE,7936,56792,48637,43324,40038
K82029,CHERRYMEAD SURGERY,10037,50786,43507,37299,32632
K82030,WYE VALLEY SURGERY,10126,44095,39155,33248,27348
K82031,THREEWAYS,6107,51141,44453,41106,33556
K82032,OAKRIDGE PARK MEDICAL CENTRE,12408,43209,38156,32823,28822
K82033,BURNHAM HEALTH CENTRE,18240,47200,40217,36059,31242
K82034,WELLINGTON HOUSE SURGERY,9078,52916,45766,39224,36538
K82035,THE JOHN HAMPDEN SURGERY,3342,56048,47039,41270,36692
K82036,RIVERSIDE SURGERY,9926,44544,39421,33421,27840
K82037,WATER MEADOW SURGERY,12167,51225,43731,38491,34490
K82038,POPLAR GROVE PRACTICE,17971,47857,40444,34971,31921
K82039,BEDFORD STREET SURGERY,11406,43821,38964,32919,30097
K82040,WHITEHILL SURGERY,13191,47322,40781,34402,31539
K82042,WHITCHURCH SURGERY,4123,50027,42427,36898,31850
K82043,NORDEN HOUSE SURGERY,9445,51631,42951,38041,34401
K82044,CARRINGTON HOUSE SURGERY,9844,47237,41829,35447,29632
K82045,SOUTHMEAD SURGERY,6523,54387,44879,42675,34513
K82046,THE SIMPSON CENTRE,16659,59368,50995,43764,38763
K82047,TRINITY HEALTH,11353,55916,50935,41757,38487
K82048,STOKENCHURCH MEDICAL CTRE,6555,51020,44341,37988,34820
K82049,HUGHENDEN VALLEY SURGERY,12540,56949,47806,40981,38181
K82050,WATER EATON HEALTH CENTRE,6296,34729,32602,27665,23690
K82051,THE MISBOURNE SURGERY,12034,59616,49161,43669,38247
K82053,PRIORY SURGERY,12471,46643,41256,35026,29418
K82054,ASHFIELD MEDICAL CENTRE,12420,37548,33265,30213,24763
K82055,DENHAM MEDICAL CENTRE,8942,47150,39352,38465,31878
K82057,COBBS GARDEN SURGERY,8492,50620,43470,37248,36035
K82058,GLADSTONE ROAD SURGERY,5197,50394,42331,37592,33814
K82059,WESTFIELD ROAD SURGERY,5644,38808,35175,30723,26977
K82060,NEATH HILL HEALTH CENTRE,4081,43871,38448,33746,29321
K82061,ASHCROFT SURGERY,4085,51773,42648,37516,34282
K82062,DRAYTON ROAD SURGERY,2854,37003,34150,29204,25289
K82064,FISHERMEAD MEDICAL CENTRE,6435,39182,34621,30792,24972
K82065,CTRL.MILTON KEYNES MED.CT,17067,42229,37354,32569,27017
K82066,POUND HOUSE SURGERY,7083,51794,42431,38133,34245
K82067,HILLTOPS MEDICAL CENTRE,15818,49638,42877,36906,33075
K82068,WADDESDON SURGERY,5268,50670,43719,37766,33038
K82069,VERNEY CLOSE SURGERY,8743,52022,44596,38213,34714
K82070,STEWKLEY ROAD SURGERY,4907,51893,42775,37615,34471
K82073,WESTONGROVE PARTNERSHIP,27613,53103,44162,39349,37472
K82074,KINGFISHER SURGERY,5618,46964,40493,35191,32725
K82076,WATLING VALE MEDICAL CTR.,12879,49421,43401,36349,32689
K82078,DR ALLAN AND PARTNERS,8729,60887,50171,44047,37790
K82079,EDLESBOROUGH SURGERY,7471,52096,41777,37706,35164
K82603,CRESSEX HEALTH CENTRE,8232,43684,38739,33109,27636
K82610,THE GROVE SURGERY,6417,36454,32313,29708,24339
K82615,WALNUT TREE HEALTH CENTRE,10561,50884,43668,37006,32035
K82617,THE STONEDEAN PRACTICE,6776,44732,36374,32321,30536
K82618,PROSPECT HOUSE SURGERY,3491,56967,50082,43012,37870
K82621,LITTLE CHALFONT SURGERY,5456,58997,47570,43780,36237
K82631,MILTON KEYNES VILLAGE SURG,13918,48770,44960,37172,31729
K82633,WESTCROFT HEALTH CENTRE,13440,52587,45423,36693,33379
K83002,DR WILCZYNSKI & PARTNERS,47636,33976,26800,25151,22554
K83003,QUEENSVIEW MEDICAL CENTRE,8425,33935,26326,24876,21423
K83004,BRACKLEY HEALTH CENTRE,4670,46192,34254,30698,29349
K83005,DR WAINWRIGHT & PARTNERS,12132,32139,25497,24150,21630
K83006,HEADLANDS SURGERY,10087,35523,27303,25904,23406
K83007,DR WINGFIELD & PARTNERS,11929,35516,28335,25757,23883
K83008,THE PINES SURGERY,8305,35966,28411,26475,23189
K83009,MOULTON SURGERY,11003,39562,30253,28539,25328
K83010,DELAPRE MEDICAL CENTRE,17136,38730,28804,26979,24224
K83011,THE REDWELL MEDICAL CENTRE,12097,34061,26308,25219,22620
K83012,KING EDWARD ROAD SURGERY,11297,38274,27891,27185,23711
K83013,ESKDAILL MEDICAL CENTRE,12711,35423,27224,25638,23090
K83014,LEICESTER TCE H/CARE CTR.,13956,33822,25695,24660,20979
K83015,DANETRE MEDICAL PRACTICE,12753,36845,28580,26694,24621
K83017,WANSFORD,6957,47417,34414,32707,30893
K83018,SPRINGFIELD SURGERY,9221,47136,34551,30878,29680
K83019,THE LONG BUCKBY PRACTICE,5723,46740,34686,31826,30127
K83020,RILLWOOD MEDICAL CENTRE,3417,33492,26295,24714,21190
K83021,ROTHWELL MEDICAL CENTRE,20421,36597,28334,26038,24603
K83022,TOWCESTER MEDICAL CENTRE,8276,44615,33583,30586,29337
K83023,OUNDLE,10838,45189,34229,32089,28674
K83024,DR HANSPAUL & PARTNERS,10761,35159,28122,25597,23679
K83025,THE MOUNTS MEDICAL CENTRE,15495,33340,25049,24244,20391
K83026,DR CRAIG & PARTNERS,16755,32251,25037,24272,21434
K83027,LANGHAM PLACE SURGERY,9668,33776,25573,24623,20828
K83028,DR BEVAN & PARTNERS,10976,35474,27732,25154,22998
K83029,ABINGTON PARK SURGERY,12402,37904,27992,27006,23679
K83030,THE COTTONS MEDICAL CENTRE,9310,36503,29071,26063,24236
K83031,BYFIELD MEDICAL CENTRE,7878,42121,31099,29419,26645
K83032,ABBEY HOUSE MEDICAL PRACTICE,19624,37722,28961,26972,24956
K83033,MOLLA & KESANI,3575,34943,26925,25463,21921
K83035,KINGSTHORPE MEDICAL CTR.,5436,35288,27224,25647,22163
K83036,LINDEN AVENUE MEDICAL CENTRE,13944,35600,27431,25779,23350
K83037,DR SPENCER & PARTNERS,12856,36452,28934,27385,24921
K83039,DRYLAND MEDICAL CENTRE,12559,35996,27655,25982,23524
K83040,WOODVIEW MEDICAL CENTRE,9693,34135,26773,25134,21630
K83041,ST LUKES PRIMARY CARE CENTRE,21638,36679,28268,26238,23948
K83042,PARK AVENUE MEDICAL CTR.,10104,36012,27391,25989,22990
K83043,ABINGTON MEDICAL CENTRE,14062,36136,27341,26059,22780
K83044,DR HOGG & PARTNERS,12102,37262,29468,26680,24825
K83047,ABBEY MEDICAL PRACTICE,16467,33655,26065,24991,22232
K83048,BROOK MEDICAL CENTRE,6556,33295,26375,24675,21257
K83049,WASHINGTON HOUSE SURGERY,8767,46606,34238,30674,29430
K83050,THE CRESCENT MEDICAL CTR.,3650,36252,26935,26037,22486
K83051,WEAVERS MEDICAL,16621,35565,27357,25769,23269
K83052,DR HILLIER AND PARTNERS,19695,45865,35187,31520,29654
K83053,CRICK MEDICAL PRACTICE,4747,46201,34029,32132,30581
K83055,WOOTTON MEDICAL CENTRE,6500,46756,32368,30545,27832
K83056,COUNTY SURGERY,3841,36384,26944,26099,22602
K83058,CLARENCE AVENUE SURGERY,4496,35659,27462,25848,22595
K83059,DR KHALID & PARTNERS,9223,33102,26030,24624,21922
K83064,THE SAXON SPIRES PRACTICE,14901,46270,34667,31030,29137
K83065,DR COTTERELL & PARTNERS,5762,43154,33153,30190,28310
K83066,GREENS NORTON & WEEDON MEDICAL PRACTICE,12659,43789,32661,30692,29224
K83068,DENTON VILLAGE SURGERY,5996,42687,32189,30199,27652
K83069,DR ALEXANDER,2367,35954,28810,25809,24036
K83070,BUGBROOKE MEDICAL PRACTICE,9701,42541,32208,29631,28179
K83076,JAMEEL,3817,34743,26927,25344,21850
K83077,GREENVIEW SURGERY,7262,35735,27025,25887,22761
K83079,DR MARATHE & PARTNER,4853,35530,28643,26571,24962
K83080,HIGHAM FERRERS SURGERY,5277,38171,30133,26734,25075
K83081,SUMMERLEE MEDICAL CENTRE,1111,34905,27562,26331,23783
K83601,EARLS BARTON MEDICAL CENTRE,5170,39522,30797,28306,26141
K83607,DR SUMIRA,1739,33433,26348,24878,22337
K83610,DANES CAMP MEDICAL CENTRE,8431,46085,33151,30350,28306
K83614,DR KUMAR & PARTNER STUDFALL MEDICAL CTR,4827,33452,26642,24928,22357
K83616,THE MEADOWS SURGERY,5227,42725,32832,29860,28010
K83618,DRS LAKHA & ABBAS,6272,34807,27120,25478,22010
K83619,PENVALE PARK MEDICAL CTR,4228,44198,32056,29522,27299
K83620,THE BROOK HEALTH CENTRE,8478,46502,34572,31481,30083
K83621,MAPLE ACCESS PARTNERSHIP LLP,6973,33046,24517,24455,20319
K83622,GREAT OAKLEY MEDICAL CENTRE,9900,37615,27870,26049,23420
K83625,DR OLIVER DK,4898,36824,29438,27829,25223
K84001,THE HART SURGERY,10420,55105,44772,40215,36401
K84002,DIDCOT HEALTH CENTRE PRACTICE,17141,50343,40997,35470,31953
