PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
F85679,ALLENSON HOUSE MEDICAL CENTRE,2540,17170,15728,18154,28975,21145,13234,8313,8304
F85680,THE 157 MEDICAL PRACTICE (NUBI),25,10074,12640,16920,21929,13943,6391,2213,5058
F85681,GREEN STREET SURGERY,2270,6601,4830,8281,8681,19567,12181,2060,9002
F85682,CHALFONT ROAD SURGERY,4715,6268,5237,8250,8725,18913,9262,1589,8554
F85684,CURZON AVENUE SURGERY,5851,6239,5177,8034,8715,19308,9876,1706,7634
F85686,TRINITY AVENUE SURGERY,2752,15126,13646,16511,17788,23525,14231,6039,10438
F85687,OAKWOOD MEDICAL CENTRE,7422,18426,15829,19128,24360,26097,19365,4996,14719
F85688,RUTLAND HOUSE SURGERY,5855,18943,17726,21289,27339,24797,14057,8648,9274
F85697,THE OLD SURGERY,2469,10781,10609,15180,18661,17400,6094,4022,6459
F85699,BROADWATER FARM HEALTH CENTRE,3022,3750,2831,4356,8087,12102,7909,2352,9576
F85700,ARNOS GROVE MEDICAL CENTR,3273,14275,12864,16234,20509,22944,11608,4251,10980
F85701,GILLAN HOUSE SURGERY,7448,16091,14042,18442,22127,25075,14784,4742,10152
F85703,LINCOLN ROAD MED PRACTICE,5695,10386,9046,12235,13921,20766,12694,3559,8431
F85705,JS MEDICAL PRACTICE,4666,7209,6963,9883,12557,16062,4550,3468,6026
F85707,ENFIELD ISLAND SURGERY,4239,7541,5024,10271,11130,24350,15490,708,12822
F85708,GREEN LANES (RAJA),874,10229,9738,13911,16645,17407,6919,3815,6977
F85711,ALTERNATIVE HEALTH CARE SCHEME,2,6768,6488,9309,11964,14816,4070,2818,6205
F86001,THE FIRS,7791,10797,10515,14757,17247,17449,8902,3884,6381
F86004,HANDSWORTH MEDICAL PRACTICE,14258,16465,16164,17690,18802,21255,12261,9095,10535
F86005,THE PENRHYN SURGERY,6657,12271,10973,16622,15666,20071,9740,4835,7609
F86006,DR S PHILLIPS AND DR M PATEL PRACTICE,5850,10129,9876,14047,13348,20109,10527,2774,6416
F86007,THE FOREST EDGE PRACTICE,10759,13294,11570,13086,12082,20727,10940,9122,16226
F86008,GANTS HILL MEDICAL CENTRE,8089,20769,16848,23462,25556,28913,12187,9622,13589
F86009,THE PALMS MEDICAL CENTRE,7644,18484,15063,20089,22682,25644,14109,9165,12215
F86010,FULLWELL CROSS MED. CTR.,12447,18256,15522,19078,19155,25024,12176,11821,14154
F86011,THE MANOR PRACTICE,6486,8662,8755,11929,14093,16261,9247,2646,5709
F86012,RYDAL,12046,22358,21278,22801,24278,26537,14280,13794,13639
F86013,THE BROADWAY SURGERY,5826,24709,23782,25139,25794,28200,15068,15386,14277
F86018,THE ECCLESBOURNE PRACTICE,9309,14307,13250,15850,17589,21068,13113,7354,10181
F86020,GLEBELANDS PRACTICE,5730,24641,23978,26795,26988,28256,14321,14591,11781
F86022,ILFORD MEDICAL CENTRE,13013,12185,10299,15692,17468,23027,8734,5161,9356
F86023,THE EVERGREEN SURGERY,8622,23396,23243,25771,28585,27224,13779,13056,10529
F86025,OAK TREE MEDICAL CENTRE,12014,15212,11539,17383,18605,25257,10446,7985,11682
F86026,THE FOREST SURGERY,7113,13312,12961,16832,17232,21609,10842,5019,7144
F86028,CHADWELL HEATH SURGERY,9017,16862,12630,17122,20770,22550,15038,10468,13848
F86030,QUEENS ROAD MEDICAL CENTRE,6953,10319,10713,14801,16646,16936,8364,3259,6197
F86032,WANSTEAD PLACE SURGERY,8501,23227,23222,25605,28251,27176,13793,13135,10365
F86034,"GREEN LANE, GOODMAYES MEDICAL PRACTICE",5520,12304,10041,14739,17499,21121,7368,6842,10299
F86036,THE ALLUM MEDICAL CENTRE,15190,13083,14105,17590,20454,19389,12008,3998,4732
F86038,SMA MEDICAL PRACTICE,10099,9742,9839,13677,15084,17034,9646,3190,6263
F86040,DR UA AFSER'S PRACTICE,3351,7468,7374,10790,11310,13825,8084,2058,8104
F86042,BALFOUR ROAD SURGERY,5133,14501,12230,17307,21617,25227,9918,5743,9644
F86044,CRAWLEY ROAD MEDICAL CENTRE,4486,11397,11871,16159,16373,18090,11451,3095,6591
F86045,HIGH ROAD SURGERY,2024,10241,10567,15113,16632,17135,11125,2360,6461
F86049,DR UDUKU PRACTICE,2785,10419,10140,14207,16662,17227,8755,3795,6628
F86057,THE WILLOWS PRACTICE,6501,14386,12830,14240,12753,21865,10918,10012,16435
F86058,ST JAMES MEDICAL PRACTICE LIMITED,12534,10386,10184,14637,16921,17466,8394,3555,6277
F86060,NEWBURY GROUP PRACTICE,12177,18553,14982,20660,23121,25826,14699,8914,11340
F86062,GROVE SURGERY,6216,10796,11002,14988,17583,17436,9539,3330,5897
F86064,THE ELMHURST PRACTICE,5039,23589,22828,25478,27539,27565,16075,13028,10716
F86066,SOUTHDENE SURGERY,6417,23798,23301,26594,27039,28262,14409,13070,10261
F86073,LEYTON GREEN NEIGHBOURHOOD HS,3689,10542,10422,14611,16491,17347,10221,3404,5512
F86074,LEYTON HEALTHCARE 4TH FLOOR,12978,11160,11754,15852,16918,17907,11641,2751,6772
F86078,THE RIDGEWAY SURGERY,7729,15245,14921,16292,17480,21308,13367,6334,12241
F86081,BARKINGSIDE MEDICAL CENTRE,5606,20181,16371,20496,23392,26422,14290,11358,14653
F86082,ILFORD LANE SURGERY,5175,11664,9060,14721,16561,22501,9518,5190,10037
F86083,THE EASTERN AVENUE MEDICAL CENTRE,6837,21215,17534,24218,26169,28716,11942,11185,12469
F86085,HAINAULT SURGERY,2564,16001,14180,16835,15857,22754,11926,9882,14944
F86086,DR DHITAL PRACTICE,5736,9953,9547,13065,16361,17397,9492,3420,6713
F86087,GOODMAYES MEDICAL CENTRE,6634,15239,12115,17074,20374,23664,11156,7060,12171
F86088,THE LYNDHURST SURGERY,3449,10073,10328,13905,15599,17023,9655,3282,6306
F86607,ADDISON ROAD MEDICAL PRACTICE,14340,11147,10606,14539,18543,17409,9712,4184,6690
F86612,THE FULLWELL AVENUE SURGERY,3235,17380,12901,16479,19109,23452,16483,12122,15750
F86616,THE OLD CHURCH SURGERY,4043,14194,14090,15526,15883,20342,12551,6089,12003
F86621,DR MOHAMMED GREEN MAN MEDICAL CENTRE,5354,13234,15170,18184,21991,20242,10244,4084,4420
F86624,THE HEATHCOTE PRIMARY CARE CENTRE,3028,22284,18077,22906,23346,27078,16888,12668,16003
F86625,LANGTHORNE HEALTH CENTRE,6256,9876,10114,14429,16302,16678,10653,2228,6686
F86626,DR SHANTIR PRACTICE,5109,11503,10738,15314,17219,18547,10902,4135,6791
F86627,CHURCHILL MEDICAL CENTRE,14472,12334,12421,14258,14005,19033,10641,5751,10679
F86635,SPEARPOINT SURGERY,2547,17655,14903,18618,21575,26853,11640,8240,12705
F86637,SEVEN KINGS PRACTICE,3783,14806,11397,16764,18791,24337,10515,7891,10949
F86638,THE MICROFACULTY,4346,12243,12526,15272,15057,19744,9310,5089,9127
F86639,THATCHED HOUSE MEDICAL CENTRE,4093,9932,10749,15696,16624,15830,10747,1686,6769
F86641,THE SHRUBBERIES MEDICAL CENTRE,6057,22622,22047,25057,25525,27319,14275,12426,11131
F86642,CASTLETON ROAD HEALTH CENTRE,3918,13846,11004,16280,18605,23200,9300,7073,10748
F86644,WALTHAM FOREST COMM & FAM HTH SERV LTD,10485,10808,10192,14314,16647,18157,10402,3748,6758
F86650,LIME TREE SURGERY,7236,11339,11954,16676,17622,17991,12047,2912,5484
F86652,THE DRIVE SURGERY,5472,16904,12746,18236,23522,25843,11062,9599,11061
F86655,THE COURTLAND SURGERY,2865,15241,12173,16820,21799,23946,10913,7224,10932
F86657,YORK ROAD SURGERY,7542,12880,10884,15633,21142,24000,7854,4857,9939
F86658,QUEEN MARY PRACTICE,3720,23392,22517,25243,27293,27166,16087,12835,10881
F86664,LARKSHALL MEDICAL CENTRE,8545,14130,14110,15211,15843,19094,12117,6914,11766
F86666,HARROW ROAD GP CENTRE,7416,9830,9844,13897,16602,17008,10280,2550,7408
F86675,RODING (LANE) SURGERY,3379,18746,17771,19595,18200,26397,12306,10326,13742
F86679,HIGHAM HILL SURGERY,4200,9353,8600,11766,13180,16385,10794,3849,6904
F86686,HAYAT MEDICAL CENTRE,5517,9630,9378,13104,15408,17651,8877,3225,6721
F86689,THE BAILEY PRACTICE,2427,11986,11507,14979,18295,18290,10736,4815,7214
F86691,CLAYHALL CLINIC,6212,20763,17515,22207,22421,26897,13590,11631,14829
F86692,MATHUKIA'S SURGERY,6148,11894,8880,14435,16202,23046,10393,5608,10258
F86696,FRANCIS ROAD MEDICAL CENTRE,4257,13787,14538,19441,19108,19538,13714,3731,5805
F86698,CRANBROOK SURGERY,3170,19059,15275,22024,24536,27714,11437,9491,12644
F86700,KINGS HEAD MEDICAL PRACTICE,3376,13381,13107,15309,16213,20104,14180,4893,10122
F86701,KIYANI MEDICAL PRACTICE,3448,10051,10413,14901,16627,17004,10446,2227,6626
F86702,ST CLEMENT'S SURGERY,3744,16461,12752,17939,24142,26390,11273,6996,11431
F86703,THE REDBRIDGE SURGERY,3406,22242,18495,24843,26177,28703,12945,11817,13355
F86704,PAULZ SURGERY,1784,15545,11596,17531,18851,25666,10707,8563,11179
F86705,LANGTHORNE SHARMA FAMILY PRACTICE,2993,10124,10369,14683,16553,16864,10672,2385,6626
F86707,FENCE PIECE ROAD MEDICAL CENTRE,5945,17644,15696,18550,17003,24503,12140,11632,14654
F86708,CLAREMONT MEDICAL CENTRE,3056,10302,9571,13304,15338,18041,10154,4033,6964
F86712,HAMPTON MEDICAL CENTRE,2906,14514,15139,19150,20543,21072,14461,4627,5209
F86731,ALDERSBROOK MEDICAL CENTRE,3705,17305,17649,18672,26113,22906,9033,10188,9369
G81001,HOVE MEDICAL CENTRE,8673,16567,14827,14416,15422,14709,18661,16886,18405
G81002,GROVE ROAD SURGERY,7253,15648,14354,13221,15176,15802,16933,16229,19055
G81003,THE LIGHTHOUSE MEDICAL PRACTICE,14687,13546,12966,11600,11668,14808,16591,13233,22983
G81004,DOWNLANDS MEDICAL CENTRE,10485,21342,18864,17662,15707,23329,23934,19016,22457
G81005,EATON PLACE SURGERY,4129,10915,12258,11880,15400,9885,11082,11111,13521
G81006,ARDINGLY COURT SURGERY,6553,9610,11260,10910,14966,8510,10319,11257,11542
G81007,MID DOWNS MEDICAL PRACTICE,9116,22663,26047,25488,23077,28238,28898,7957,9012
G81008,STONE CROSS SURGERY,11852,19428,18327,16558,13526,21412,22918,15217,24051
G81009,SACKVILLE MEDICAL CENTRE,11253,18019,16562,16454,24295,15902,19277,15075,11527
G81011,ST.PETER'S MEDICAL CENTRE,11369,13752,14065,15130,16293,13043,14472,12261,12549
G81012,BRIDGESIDE SURGERY,5285,16584,15370,14790,11324,20864,21253,13056,20150
G81013,CORNWALLIS SURGERY,2401,6264,6642,6172,8710,7030,7671,9266,11111
G81014,CARDEN SURGERY,5688,20857,18571,19368,18943,19426,21252,17033,20273
G81016,QUAYSIDE MEDICAL PRACTICE,9039,10724,11230,10336,6020,13249,15742,10730,20802
G81017,SEASIDE MEDICAL CENTRE,11475,12992,11678,11085,11948,14603,14023,16899,17668
G81018,PRESTON PARK SURGERY,11090,21496,19900,20607,25757,20509,20047,16534,12424
G81019,BEACON SURGERY,10461,26718,24805,26588,22391,29682,27257,14768,22073
G81020,THE PRACTICE NORTH STREET,2086,12374,14665,15654,19695,12887,10883,9428,6302
G81021,SCHOOL HILL MEDICAL PRACTICE,7919,21070,19586,20168,22217,25123,21311,13002,17704
G81022,SOVEREIGN PRACTICE,14448,14563,13424,12427,12157,16378,16732,14922,20404
G81023,MARTINS OAK SURGERY,8113,18425,20227,19334,21280,22278,23572,8277,13814
G81024,ASHDOWN FOREST HEALTH CENTRE,9606,23917,25468,27392,25676,31152,24106,7777,11707
G81025,PEBSHAM SURGERY,8589,13065,12379,9873,13581,11640,19989,13638,19414
G81026,WARRIOR SQUARE SURGERY,7179,5109,5442,5204,8042,5442,6435,9111,10942
G81027,BOLTON ROAD SURGERY,5343,13377,12311,11335,13076,14577,13186,16833,17111
G81028,PARK CRESCENT HEALTH CENTRE,13462,14676,15229,17106,16040,13590,15284,11929,11572
G81029,SEAFORD MEDICAL PRACTICE,17783,20850,19081,16849,17561,21137,25665,13292,26097
G81030,BELMONT SURGERY,8903,23785,24778,26660,25904,28714,24298,8566,11980
G81031,HAROLD ROAD SURGERY,10261,12151,12603,11770,11619,12778,13639,11580,15292
G81032,GREEN STREET CLINIC,10314,21063,18410,17554,21125,20036,19282,19283,22268
G81033,SILVER SPRINGS MEDICAL PRACTICE,6803,10457,10826,9966,10976,9578,12584,10423,17676
G81034,CHARTER MEDICAL CENTRE,18096,19764,17833,19166,25672,18453,20513,14159,11111
G81035,RIVER LODGE SURGERY,10157,21622,20453,20357,20706,25679,23468,13153,18170
G81036,WARMDENE SURGERY,9206,23964,20918,21775,22632,22090,22004,18333,21010
G81037,THE MEADS SURGERY,8459,23724,23310,22725,19038,26780,25584,13129,20535
G81038,STANFORD MEDICAL CENTRE,16687,17487,17155,18682,18835,16842,17955,13640,14020
G81039,LITTLE COMMON-OLD TOWN SGY,14821,18249,17539,13809,18082,15241,24457,13530,22852
G81040,WOODHILL SURGERY,3138,26855,25616,26931,24155,30092,31367,15174,13897
G81041,SIDLEY MEDICAL PRACTICE,16438,12996,12198,10049,12777,11976,18394,15060,20366
G81042,BEACONSFIELD MEDICAL PRACTICE,10201,23736,21272,22793,26568,22263,21516,17062,15142
G81043,ROTHERFIELD SURGERY,7285,26114,23783,26737,20492,29429,27048,14177,21058
G81044,MONTPELIER SURGERY,6148,16771,17860,19185,24214,16940,15627,11541,6294
G81045,ST. ANDREWS SURGERY,10066,22103,20638,20999,23806,25445,21124,14381,16725
G81046,PORTSLADE HEALTH CENTRE,12150,13525,12350,11626,12979,11952,18157,16876,14646
G81047,SEVEN DIALS MEDICAL CENTRE,7815,18507,18439,19931,25447,18108,19850,12491,7156
G81048,CARISBROOKE SURGERY,7384,7271,7673,7303,10142,7379,8753,8524,13304
G81049,MANOR PARK MEDICAL CENTRE,6411,16771,14896,13760,12301,18631,20881,16611,23245
G81050,ARLINGTON ROAD SURGERY,11833,17395,15733,14765,16389,17259,19015,16240,20629
G81051,RYE MEDICAL CENTRE,6912,11517,13689,12924,8987,18283,16547,7702,8209
G81052,FAIRFIELD SURGERY,4082,21177,23697,23013,24483,26116,28142,11641,5291
G81053,ROWE AVENUE SURGERY,6173,16317,14267,14192,9019,16252,21207,18259,25582
G81054,PAVILION SURGERY,9148,11052,12630,12893,16767,10252,10865,11249,9513
G81055,SAXONBURY HOUSE  SURGERY,9372,26825,24439,26244,21500,29543,27092,15633,22705
G81056,ENYS ROAD SURGERY,8584,17027,14941,14303,17827,16716,17737,16720,18535
G81057,SEDLESCOMBE & WESTFIELD SURGERIES,5808,17078,17009,16438,18352,18153,20272,15746,13526
G81059,HAILSHAM MEDICAL GROUP,13543,15990,14823,14300,11392,20875,20590,12152,19698
G81061,CHAPEL STREET SURGERY,6226,11531,11799,10869,6875,13919,16465,11045,21376
G81063,LEWES ROAD SURGERY,2471,12891,13424,14664,14627,11716,14508,11428,13049
G81064,ESSENDEN ROAD SURGERY,3936,8663,8959,8601,10766,8644,10273,7168,18113
G81065,WOODINGDEAN MEDICAL CENTRE,6555,18388,16125,15019,13318,18213,24332,15692,25812
G81070,CENTRAL HOVE SURGERY,5557,16823,16050,16890,22833,15254,17972,12588,9329
G81071,UNIVERSITY OF SUSSEX HEALTH CENTRE,17100,17404,21144,23246,15288,17108,18649,12776,7519
G81073,MILE OAK MEDICAL CENTRE,7657,14755,14305,13149,9299,12172,20909,17846,18682
G81074,HIGH GLADES MEDICAL CENTRE,6861,10589,10837,10297,9968,10228,13832,9866,21731
G81075,THE AVENUE SURGERY,6847,6616,8269,9744,2923,6846,13501,6951,20455
G81076,SALTDEAN AND ROTTINGDEAN MED PRACTICE,9577,24035,20022,20592,20043,23017,26424,17376,25327
G81077,COLLINGTON SURGERY,6898,16537,16747,14911,18740,17710,22998,13218,14292
G81082,OLDWOOD SURGERY,5224,20227,19931,20153,21367,23900,25821,10101,12063
G81083,WISH PARK SURGERY,5953,19536,17469,17170,25664,17293,18806,15886,14770
G81084,BEACONSFIELD ROAD SURGERY,5002,10909,11081,10763,11036,11009,13327,9725,16298
G81085,FERRY ROAD HEALTH CENTRE,3295,10764,12582,11849,7818,17073,16589,9414,9765
G81086,BIRD-IN-EYE SURGERY,7765,24460,23962,23168,19505,27263,26813,14581,20692
G81087,NORTHIAM SURGERY,6123,18914,20037,20224,16741,22066,27398,9964,8788
G81088,HEATHFIELD SURGERY,12361,23917,24835,24100,21962,29003,28287,10951,16046
G81089,SOUTH SAXON HOUSE SURGERY,2764,9602,10587,10082,10108,10030,9840,6928,15966
G81090,ALBION STREET SURGERY,6119,12643,13074,14275,16380,11762,13189,11959,11601
G81094,HOVE PARK VILLAS SURGERY,4562,21702,19571,19746,26439,19516,22294,15620,14341
G81095,ROEBUCK HOUSE - PRACTICE 1,3659,9515,9941,9763,10563,10500,10111,10920,13493
G81096,SEDLESCOMBE HOUSE,3645,10499,10822,10232,11017,9991,12104,10651,16577
G81097,MANOR OAK SURGERY,3566,20951,21835,22681,20880,26208,26290,8465,10392
G81098,THE QUINTIN MEDICAL CENTRE,6380,19959,20185,20101,17347,25430,24674,11185,14000
G81099,OLD SCHOOL SURGERY,9856,20857,20480,19059,19037,22927,26077,10815,21119
G81100,MERIDIAN SURGERY,10406,15926,13895,13757,9107,16381,20887,16942,25948
G81102,BUXTED MEDICAL CENTRE,10383,22203,24498,24409,22704,28950,27017,7537,11632
G81103,NORTH LAINE MEDICAL CENTRE,4079,11295,13006,13770,15785,10564,10684,10531,9374
G81104,PARK PRACTICE,10553,13313,12183,10906,10510,14244,17673,14346,23597
G81105,CHURCHWOOD MEDICAL PRACTICE,5803,8385,8647,8011,7622,8187,12952,8934,23591
G81611,ROEBUCK HOUSE - PRACTICE 4,3255,10212,10666,10436,11471,11321,10698,10688,12856
G81613,SCHOOL HOUSE SURGERY,4407,13031,13480,14841,11900,12604,16002,11136,15737
G81614,GROOMBRIDGE AND HARTFIELD MED GRP,4984,22923,26736,28760,26860,31001,25369,4478,8962
G81627,FOXHILL MEDICAL CENTRE,2505,18203,16194,15590,10317,18549,22368,17327,27289
G81634,HERSTMONCEUX HEALTH CENTRE,3404,18157,21025,21957,20766,28276,26937,12371,4182
G81638,BRIGHTON HEALTH AND WELLBEING CENTRE,8533,15995,17130,18218,23010,16173,15519,9883,6503
G81640,ROEBUCK HOUSE - PRACTICE 5,1554,9036,9529,9398,10599,10180,9397,10560,12184
G81641,PRIORY ROAD SURGERY,2742,7445,7507,7334,8587,9044,9920,11617,11969
G81642,RIDGEWAY SURGERY,2298,18985,16600,15448,13426,18761,24572,16000,26454
G81643,LITTLE RIDGE AVENUE SURGERY,4114,15989,16148,15476,13604,13903,19109,10078,23148
G81646,THE HAVEN PRACTICE,3084,22801,20956,21958,25554,21472,20887,17419,14069
G81649,THE PLAZA SURGERY,3663,6363,6666,6343,8772,7439,7910,9345,10848
G81651,ROEBUCK HOUSE - PRACTICE 3,3866,12017,13499,12180,11945,13976,14895,7871,13687
G81656,REGENCY SURGERY,4265,11305,12743,12775,16549,10474,11552,11086,10910
G81658,THE STATION PRACTICE,6893,8277,8601,8163,9853,8928,9858,9627,13239
G81661,THE PRACTICE WILLOW HOUSE,1968,5859,6835,7039,3797,7087,9388,5039,23434
G81662,SHANKILL SURGERY,3719,8944,9281,8962,8307,9314,10977,11417,17613
G81663,LINKS ROAD SURGERY,5823,14659,13348,12779,14409,13003,18590,16244,15612
G81667,ST LUKE'S SURGERY,2309,24213,19101,20423,19510,22527,26905,19266,26242
G81669,BROADWAY SURGERY,2599,6031,6377,6618,6480,6041,9372,10544,22711
G81676,THE PRACTICE WHITEHAWK ROAD,3395,4517,4823,4964,4785,4838,8289,10445,24216
G81680,BENFIELD VALLEY HEALTHCARE HUB,5560,13746,12639,11743,12136,12314,18108,16994,16786
G81684,MATLOCK ROAD SURGERY,3001,26262,23940,24404,28278,24429,22660,19311,15932
G81685,CRESCENT MEDICAL CENTRE,1770,18202,17159,16734,14138,22620,22094,12868,17330
G81687,GOODWOOD COURT MEDICAL CENTRE,9645,17875,16955,17807,22259,17456,19449,13164,10032
G81689,BHH MORLEY STREET,1171,7031,7992,7663,14629,6266,9607,10100,11460
G81694,SHIP STREET SURGERY,2149,12158,15261,15788,19857,12845,9571,9603,5666
G81703,H&R P C SPECIAL SCHEME,16,5739,5793,5643,8794,6232,8329,11227,9399
G82002,ST JAMES' SURGERY,8016,12124,12359,11372,10742,14372,10619,14172,18687
G82006,DARTFORD EAST HEALTH CENTRE,14536,14743,17965,18718,14235,17941,7169,13161,9096
G82007,CHURCH LANE,9067,11440,13515,9338,7796,11518,20897,10359,23610
G82011,SUNLIGHT CENTRE SURGERY,5201,7577,9522,10987,7108,10376,5255,13191,6178
G82012,COSSINGTON HOUSE SURGERY,7094,21236,22286,23902,21336,20417,14057,12810,20533
G82013,AMHERST MEDICAL PRACTICE,13079,27497,27569,28729,28955,30898,18989,14603,20441
G82014,WOODLANDS FAMILY PRACTICE,19692,14247,15152,14219,12231,15250,9754,17760,14044
G82015,PENCESTER SURGERY,8866,10750,10943,9924,9152,12922,8668,14927,19223
G82016,KINGSWOOD SURGERY,9897,26275,23868,24025,25869,27212,22965,17605,22833
G82017,ST LUKES MEDICAL CENTRE,12662,18723,18923,19999,18459,21744,14681,12495,14540
G82018,SUN LANE,5242,16902,17708,14225,17321,17565,22691,10195,21396
G82019,EDENBRIDGE MED PRACTICE,12354,18448,19358,20549,17253,26723,14176,12056,16956
G82020,THE GRANGE PRACTICE,11599,10483,10199,9277,11204,11319,7478,17224,17864
G82021,THE SHRUBBERY SURGERY,14545,16784,17409,16890,11733,18942,8123,24400,18041
G82022,SPELDHURST & GREGGSWOOD MEDICAL GROUP,7570,22161,21175,20902,21049,25359,20930,13329,20819
G82023,SHEERNESS HEALTH CENTRE,4350,6390,6797,6091,3440,8343,8179,16227,15683
G82024,STOCKETT LANE,6606,22600,22566,24517,17164,24077,20742,15525,15959
G82025,CLANRICARDE MEDICAL CENTRE,10187,25730,23769,23893,25143,27033,21628,19050,20418
G82026,GROVEHURST SURGERY,7451,16081,16235,15700,12563,16544,11878,15361,23040
G82027,FAVERSHAM MEDICAL PRACTICE,14039,15147,16725,17216,15864,14691,11802,12179,16111
G82028,THE CEDARS SURGERY,9311,15526,14388,15570,11610,21622,8904,16798,20189
G82029,COACH HOUSE SURGERY,5298,15466,14076,12794,14164,14763,15104,17659,23419
G82031,BOWER MOUNT MEDICAL PRACTICE,10227,20966,20906,20991,21257,22299,17334,14282,15059
G82032,PELHAM MEDICAL PRACTICE,13619,12426,13141,13187,9957,16055,4407,22259,15853
G82035,THE CHESTNUTS SURGERY,9536,13953,14805,13868,11637,14628,10642,14415,20036
G82036,BALMORAL SURGERY,12429,17123,14970,13418,16012,18084,17310,17990,22874
G82037,HILDENBOROUGH MEDICAL GROUP,16194,23156,22968,22316,22969,25976,20783,13518,21730
G82038,ST RICHARDS ROAD SURGERY,9499,16818,14869,13378,15389,17928,17907,17471,22765
G82039,NEWTON ROAD SURGERY,15205,15120,17368,18138,16920,15427,11983,10964,13608
G82041,GROSVENOR MEDICAL CENTRE,9632,24766,22697,23041,24123,26001,20529,19605,17994
G82042,TONBRIDGE MEDICAL GROUP,15074,21904,20180,21305,20425,24461,18197,14677,20394
G82044,THE GATEWAY MEDICAL PRACTICE,7109,13160,13199,13435,9875,16108,6938,20675,16858
G82046,SUMMERHILL SURGERY,6405,7624,7995,6885,7630,8562,6006,16432,18877
G82048,HORSMAN'S PLACE SURGERY,10613,14569,17269,17995,14000,17186,7681,11042,10791
G82049,HOLLINGTON SURGERY,3252,15419,14324,15465,13299,20525,11600,10962,22145
G82050,SYDENHAM HOUSE MEDICAL CENTRE,20480,14045,13159,14256,10734,19114,10338,12211,23935
G82051,CITY WAY SURGERY,9746,14473,15126,14991,14481,15406,8203,20419,11628
G82052,THE LIMES MEDICAL CENTRE,10439,5536,5676,5044,5308,7007,4884,13793,13329
G82053,WOODCHURCH SURGERY,3557,15045,17617,15314,13246,23009,19413,4832,11336
G82055,NORTH RIDGE MEDICAL PRACTICE,5557,21718,20205,23248,19260,28412,24048,14087,10849
G82056,THE ORCHARD PRACTICE,7950,19886,22331,22622,18322,21319,10834,14814,10984
G82057,ST GEORGES MEDICAL CENTRE,10679,5352,6287,5183,2904,7046,7024,12559,15301
G82058,AYLESFORD MEDICAL CENTRE,6628,19768,19889,19591,14748,22710,19682,13026,20984
G82059,WARDERS MEDICAL CENTRE,18541,22449,22391,22745,22637,25864,18167,13927,17780
G82060,NORTHGATE MEDICAL PRACTICE,15903,16828,17557,19492,15385,16092,11591,11436,23759
G82061,CHARTHAM SURGERY,2580,19418,19637,20471,21061,20606,15617,9567,20911
G82062,PARROCK STREET SURGERY,2722,11824,12488,12993,9784,15054,4285,20641,15119
G82063,MARKET PLACE SURGERY,8563,17451,16784,14554,19338,20722,22790,12690,18419
G82064,DASHWOOD MEDICAL CENTRE,8022,8803,8624,7825,10492,10518,5701,17157,15646
G82065,DR SINHA GC,2001,13147,12672,13292,9315,17061,12223,14722,19740
G82066,NORTHDOWN SURGERY,10509,7457,7280,6535,7417,9149,5795,13675,19503
G82067,OLD ROAD WEST SURGERY,11774,16308,16904,16919,13192,18856,6035,24349,16718
G82069,WHITE HOUSE SURGERY,9527,15016,12323,12037,12601,17057,18395,20074,18424
G82071,WHITSTABLE MEDICAL PRACTICE,34549,21851,20152,20008,19939,21341,17063,17180,25555
G82072,ORCHARD HOUSE,3844,8995,9558,7854,5033,13166,18136,12828,15403
G82073,MEOPHAM MEDICAL CENTRE,9675,25398,27460,26311,21193,26134,16398,14494,19113
G82074,BEARSTED,12856,26675,27257,27171,25498,28595,22759,16860,20076
G82075,ST JAMES MEDICAL CENTRE,5783,24653,22445,22728,23671,25920,20890,19200,19426
G82076,MOTE,11451,15955,14856,15870,11716,18694,13443,14700,22425
G82077,THE ELMS MEDICAL CENTRE,8988,13593,14259,13120,8914,14188,13563,18325,16419
G82079,WESTGATE SURGERY,9577,13251,12336,10286,11944,14679,15856,16203,16807
G82080,WILLESBOROUGH HEALTH CTR.,13136,17894,17299,16975,13895,20817,15865,13709,22698
G82082,STURRY SURGERY,16115,16877,17236,18440,16351,15604,11672,13766,20981
G82083,THORNHILLS,14493,19663,18320,18854,12315,23386,16260,17351,23482
G82085,SNODLAND MEDICAL PRACTICE,11976,15936,16211,16420,7546,18918,13438,16556,21094
G82086,THE NEW SURGERY,9413,9851,9100,8643,9759,11368,10507,17166,15559
G82087,NEW HAYESBANK SURGERY,16330,18291,16212,17716,15936,21440,14562,12724,25822
G82088,DEVON ROAD SURGERY,6461,20236,20745,22895,15549,23226,11537,15346,15706
G82089,BREWER STREET,9252,16307,16808,17690,17138,19274,13422,11945,11845
G82090,ST ANNES GROUP PRACTICE,14379,16330,14963,13039,13780,15086,17097,17612,25120
G82091,GUILDHALL STREET,7993,8226,7645,7126,8956,9924,8689,16424,12865
G82092,WESTERHAM PRACTICE,8411,22362,23429,25003,22665,29202,13478,12692,13900
