PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
H83052,BRAMLEY AVENUE SURGERY,2459,61945,45013,40492,38672
H83053,PARCHMORE MEDICAL CENTRE,14313,49690,39658,34222,27212
H83608,BRIGSTOCK FAMILY PRACTICE,4129,48780,38825,32565,25837
H83609,MERSHAM MEDICAL CENTRE,2959,50717,39607,34140,27393
H83611,SELHURST MEDICAL PRACTICE,2538,46580,37087,31808,24705
H83620,COULSDON MEDICAL PRACTICE,3590,62007,44543,40328,38136
H83622,SOUTH NORWOOD MEDICAL PRACTICE,2061,49192,38987,34383,27567
H83623,SOUTH CROYDON MEDICAL CENTRE,2575,57532,44903,39799,35106
H83624,FAIRVIEW MEDICAL CENTRE,7015,53201,41564,34251,28465
H83625,BROUGHTON CORNER MEDICAL CENTRE,4160,49411,39186,31906,25642
H83626,THE ENMORE PRACTICE,2221,50527,39921,34441,27868
H83627,BIRDHURST MEDICAL PRACTICE,6226,56231,45029,42106,35871
H83631,GREENSIDE MEDICAL PRACTICE,8836,47478,38643,32592,25571
H83634,VALLEY PARK SURGERY,1476,50401,39732,33191,27262
H84002,BROCKBANK (PARK ROAD),12808,65782,48481,46555,42856
H84005,BATES (PARKSHOT MEDICAL PRACTICE),10933,66713,50219,49449,41378
H84006,JEZIERSKI (SHEEN LANE),8807,64140,48568,45128,39289
H84007,JACKSON (ACORN),8184,68801,54138,46605,41181
H84010,CANBURY MEDICAL CENTRE,9756,63293,47860,43845,38644
H84012,THOMAS (YORK),11356,69544,54489,46991,40957
H84014,LEE (PARADISE ROAD),2929,67649,50907,50200,42416
H84015,BRUNSWICK SURGERY,7050,62804,49030,42278,40490
H84016,THE GROVES MEDICAL CENTRE,15756,61309,47752,40240,37557
H84017,HUDSON (SEYMOUR HOUSE),13644,63206,47811,45374,39059
H84018,BHATIA (BROAD LANE),4431,58166,43447,41006,36704
H84020,FAIRHILL MEDICAL PRACTICE,21176,60642,48390,43587,40666
H84023,FLOOD (ESSEX HOUSE),8795,65338,49135,46455,40056
H84025,HOOK SURGERY,5876,57387,44020,37455,35024
H84027,CHURCHILL MEDICAL CENTRE,17026,60779,47759,42625,38700
H84030,CENTRAL SURGERY,12536,63457,49223,42860,40986
H84031,JUBILEE SURGERY,5339,59674,45725,39212,34711
H84032,O'FLYNN (HAMPTON WICK),9333,63930,45780,46030,42819
H84033,ST ALBANS MEDICAL CENTRE,6379,65309,49915,43978,39169
H84034,THE ORCHARD PRACTICE,6832,57844,44746,37824,35469
H84039,O'DONNELL (CROSS DEEP),10349,67793,52893,46609,41383
H84040,LEWIS (HAMPTON),12660,58728,43648,41452,37233
H84041,THE VINEYARD SURGERY,3709,70179,51499,52325,44225
H84042,HOLMWOOD CORNER SURGERY,12039,61033,47854,40068,37527
H84043,CROWLEY (NORTH ROAD),6848,67781,50975,49767,41247
H84044,SOOD (THE GREEN & FIR ROAD),8537,60077,45929,40949,35574
H84048,JOHAL (TWICKENHAM PARK),6867,71493,60399,49997,41179
H84049,MAYPOLE SURGERY,1562,61508,47431,40202,37551
H84050,CHESSINGTON PARK SURGERY,6371,56998,43774,37191,34786
H84051,ROSELAWN,5601,60635,47383,39990,37003
H84053,BERRYLANDS SURGERY,3653,63733,49972,43498,41971
H84054,RED LION ROAD SURGERY,2958,61044,48233,38792,36694
H84055,JOHNSON (SHEEN LANE),10427,65929,49790,45934,40381
H84057,SARAJLIC (STAINES ROAD),2480,59769,45019,40984,35611
H84058,KINGSDOWNE SURGERY,3695,61067,47995,39841,37668
H84059,CHILDS (THAMESIDE),3940,65576,47425,46968,43602
H84060,SMITH (RICHMOND LOCK),7664,65957,53383,44178,36727
H84061,KINGSTON HEALTH CENTRE,7969,65773,48326,45198,39292
H84062,LANGLEY MEDICAL PRACTICE,7053,63151,48996,42213,40303
H84608,SAYER (RICHMOND GREEN),2057,67778,51034,49944,41975
H84615,SAYER (DEANHILL),1913,64327,49008,45646,39536
H84618,SUNRAY SURGERY,3595,60000,47872,37270,35184
H84619,CLAREMONT MEDICAL CENTRE,10399,62945,49154,44486,42499
H84623,PENNYCOOK (HAMPTON HILL),8973,62178,46581,43439,39942
H84625,KUDRA (WOODLAWN),4315,60016,47139,40229,35534
H84629,VILLAGE SURGERY,4741,61519,47944,40521,37641
H84630,CRANE PARK SURGERY,2959,54982,43632,37170,32442
H84632,PALACCI (CASTELNAU),3836,65092,49736,46634,41511
H84635,MANOR DRIVE MEDICAL CENTRE,12727,61089,46888,40553,36766
H84637,GRAY'S MEDICAL CENTRE,2261,57890,44510,37825,35398
H84639,FITZMAURICE (KEW),4085,66517,50380,48888,40229
H85001,WANDSWORTH MEDICAL CENTRE,15235,66140,51814,47147,36682
H85002,THE FALCON ROAD MEDICAL CENTRE,8713,61582,49461,45088,34377
H85003,QUEENSTOWN ROAD MEDICAL PRACTICE,7716,61601,49107,45067,33649
H85005,TRINITY MEDICAL CENTRE,10911,65045,50333,46118,36890
H85006,MAYFIELD SURGERY,5918,46832,37992,35860,28824
H85007,DR KOONER AND PARTNERS,12457,72499,55666,47836,41758
H85008,THE ROEHAMPTON SURGERY,5828,51219,41170,38715,31110
H85009,BEDFORD HILL FAMILY PRACTICE,11760,66463,51230,47207,37114
H85011,THE GREYSWOOD PRACTICE,8404,54884,44448,36996,31380
H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,24665,64886,49244,47663,38581
H85016,CANNON HILL LANE MEDICAL PRACTICE,8236,62310,49997,41594,37171
H85018,THE SURGERY - 48 MULGRAVE ROAD,8458,56769,44138,42693,39511
H85019,DR JM LONGLEY & PARTNERS,5026,57814,45298,39282,36210
H85020,THE CHURCH LANE PRACTICE,16772,70796,54696,47800,41001
H85021,THE CHESSER SURGERY,6683,51056,41400,35239,31007
H85022,PARK ROAD MEDICAL CENTRE,3969,54957,42644,37869,34566
H85023,BISHOPSFORD ROAD SURGERY,4063,46601,39249,32753,28198
H85024,THE MITCHAM MEDICAL CENTRE.,10145,52090,43326,37055,30231
H85025,THE WRYTHE GREEN SURGERY,13722,56340,43358,37919,33592
H85026,FRANCIS GROVE SURGERY,11394,71508,55895,51471,42539
H85027,WIMBLEDON VILLAGE PRACTICE,10465,68905,51698,50385,42748
H85028,PRINCES ROAD SURGERY,9574,71024,56220,50260,41646
H85029,WIDE WAY SURGERY,7492,49251,42378,33273,27395
H85030,THE OLD COURT HOUSE SURGERY,12823,55489,43353,39590,36125
H85031,BENHILL & BELMONT PRACTICE,11312,56675,44004,40541,37572
H85032,CARSHALTON FIELDS SURGERY,3494,63257,45214,41220,39961
H85033,TAMWORTH HOUSE MEDICAL CENTRE.,9579,49877,42859,33598,27575
H85035,ROWANS SURGERY,9158,51218,42401,33841,27719
H85037,MORDEN HALL MEDICAL CENTRE,13683,55129,43776,36960,32562
H85038,CRICKET GREEN MEDICAL PRACTICE,9744,47778,38991,33480,27869
H85041,EARLSFIELD SURGERY,11145,64069,51051,46139,35872
H85045,BRIDGE LANE GROUP PRACTICE,13979,60430,48326,46254,37218
H85047,CHATFIELD MEDICAL CENTRE,10288,60527,47989,44104,33083
H85048,BROCKLEBANK GROUP PRACTICE,16803,66264,51973,46212,36322
H85049,BATTERSEA RISE GROUP PRACTICE,7277,75303,55190,52757,42087
H85051,LAMBTON ROAD MEDICAL PRACTICE,15575,68145,51452,46576,40417
H85052,STREATHAM PARK SURGERY,4338,56259,45660,38433,31970
H85053,THE SURGERY-181 CARSHALTON ROAD,4179,57394,43929,39128,35429
H85054,DR MUKTAR & DR AL-SANJARY,4998,57918,45163,38922,35939
H85055,WEST BARNES SURGERY,7487,64509,48908,41789,36938
H85056,BALHAM HILL MEDICAL PRACTICE,1561,67391,52419,48294,37315
H85057,ELBOROUGH STREET SURGERY,6006,71634,55281,47502,41204
H85061,THE HEATHBRIDGE PRACTICE,15914,68574,51547,49969,39914
H85063,DR CAM BRENNAN & PTRS,5013,57981,45169,38921,35944
H85065,THE ALTON PRACTICE,3821,44965,36684,34959,27837
H85066,BALHAM PARK SURGERY,16826,68528,52987,48615,39505
H85067,DANEBURY AVENUE SURGERY,3246,43505,35154,34708,26956
H85069,LAVENDER HILL GROUP PRACTICE,12602,68469,51908,49030,37856
H85070,CENTRAL MEDICAL CENTRE,8348,51892,41833,35770,31082
H85072,JAMES O'RIORDAN MEDICAL CENTRE,6057,57804,45366,38546,35012
H85075,THE HAIDER PRACTICE,3130,65187,51770,48586,36575
H85076,STONECOT SURGERY,9029,54507,43662,36963,33439
H85077,THE HERITAGE MEDICAL CENTRE,5235,68203,52277,47954,38293
H85078,GRAHAM ROAD SURGERY,2960,49496,40971,33981,28045
H85082,TRIANGLE SURGERY,4717,65906,51027,46894,37560
H85086,WANDLE VALLEY HEALTH CENTRE.,1905,49055,40367,34000,29028
H85087,OPEN DOOR SURGERY,9106,56983,45878,39679,32107
H85088,CLAPHAM JUNCTION MEDICAL PRACTICE,3445,63702,50217,46328,35464
H85090,FIGGES MARSH SURGERY,7085,49259,40650,33816,27898
H85092,RIVERHOUSE MEDICAL PRACTICE,5690,63437,51089,44833,37744
H85095,THE HEALTH CENTRE,10644,54801,42958,39669,36031
H85100,ST PAUL'S COTTAGE PRACTICE,6720,60322,48457,43980,36349
H85101,GRAND DRIVE SURGERY,8937,63584,49723,42602,37355
H85103,HACKBRIDGE MEDICAL CENTRE,3898,54658,42933,37294,31869
H85105,CHEAM FAMILY PRACTICE,12577,59336,45141,39966,37953
H85110,RAVENSBURY PARK MEDICAL CENTRE,4787,49976,39786,35043,30627
H85111,BATTERSEA FIELDS PRACTICE,10053,55711,45615,42770,32925
H85112,THE VINEYARD HILL ROAD SURGERY,4553,73357,54827,50078,44120
H85113,DR SUGUMAR AND PARTNER,3672,54985,42718,37604,34226
H85114,THURLEIGH ROAD PRACTICE,12003,74887,55165,50928,42514
H85115,SHOTFIELD MEDICAL PRACTICE,10743,55748,41836,38330,35723
H85116,MANOR PRACTICE,8559,52549,41134,36554,32494
H85618,WELL COURT PRACTICE,1994,57495,45124,39003,35698
H85634,THE MERTON MEDICAL PRACTICE,6996,60515,49813,43710,36377
H85637,BALHAM HEALTH CENTRE,1628,62681,49310,44168,35160
H85643,INNER PARK ROAD HEALTH CENTRE,2511,59493,47510,43501,36027
H85649,COLLIERS WOOD SURGERY,10363,54599,45570,38840,32927
H85650,GRANVILLE ROAD SURGERY,751,61633,49156,43447,35722
H85653,WALLINGTON FAMILY PRACTICE,14004,54850,41544,37906,35011
H85656,ALEXANDRA SURGERY,5446,68280,53109,47468,40488
H85659,BEGG PRACTICE,3995,66381,52529,49619,37211
H85662,THE BEECHES SURGERY,5673,65479,46396,42103,40703
H85664,TOOTING BEC SURGERY,2242,61729,48500,43056,34893
H85665,WALLINGTON MEDICAL CENTRE,2388,47788,38407,33833,28202
H85674,BEDDINGTON MEDICAL CENTRE,3685,55621,43335,36966,33291
H85680,TOOTING SOUTH MEDICAL CENTRE,10078,54403,45110,37837,31325
H85682,TUDOR LODGE HEALTH CENTRE,6820,55948,45701,41006,33131
H85683,FACCINI HOUSE SURGERY,6197,48607,40186,34194,30054
H85686,THE GROVE ROAD PRACTICE,8705,57928,44404,41239,38428
H85691,NIGHTINGALE HOUSE,167,77300,54600,50700,45000
H85693,GREEN WRYTHE SURGERY,10114,47014,39552,32750,27910
H85695,THE PRACTICE FURZEDOWN,3062,54448,44535,37474,31250
J81002,ORCHID HOUSE SURGERY,8550,40808,31726,30618,29427
J81003,ALMA PARTNERSHIP,9535,39188,31075,30507,26106
J81004,POOLE ROAD MEDICAL CENTRE,8384,38442,29194,33038,26950
J81005,BRIDPORT MEDICAL CENTRE,18163,38786,30198,29098,27724
J81006,THE ADAM PRACTICE,31587,39144,30977,29924,25752
J81009,ROYAL MANOR HEALTH CARE,12464,37952,29375,27995,25566
J81010,SWANAGE MEDICAL PRACTICE,11668,37608,30602,30250,27178
J81011,WAREHAM SURGERY,7882,38912,32735,30876,28547
J81012,PARKSTONE HEALTH CENTRE,10335,41059,32365,31481,27413
J81013,CANFORD HEATH GROUP PRACT,11836,41696,31524,30756,27190
J81014,WESTBOURNE MEDICAL CENTRE,16315,40102,30398,33023,27665
J81016,QUEENS AVENUE SURGERY,7365,43982,33450,32241,30072
J81017,YETMINSTER MEDICAL CENTRE,3984,43076,32690,31207,30011
J81018,BEAUFORT ROAD SURGERY,10921,39869,30706,30586,26368
J81019,DR EVANS & PARTNERS,16302,42488,31839,30870,27994
J81020,BERE REGIS SURGERY,3606,43672,33542,31037,28291
J81021,SHELLEY MANOR MEDICAL CENTRE,11832,36423,28963,29927,24729
J81022,WEST MOORS GROUP PRACTICE,5249,40099,30551,30352,29305
J81024,HOLDENHURST ROAD SURGERY,10159,36810,29532,30773,25020
J81025,THE WELLBRIDGE PRACTICE,6172,42200,31348,30221,28126
J81026,ABBEY VIEW MEDICAL CENTRE,15281,41789,32244,30449,27528
J81027,ROYAL CRESCENT SURGERY,17762,39753,31039,30144,28126
J81028,HIGHCLIFFE MEDICAL CENTRE,10083,39676,31474,30428,28201
J81029,THE APPLES MEDICAL CENTRE,5127,40300,30948,30743,27774
J81030,THE VERWOOD SURGERY,8210,45084,34445,31962,29080
J81031,EAGLE HOUSE SURGERY,8460,42298,31298,31086,28327
J81032,NEWLAND SURGERY,6322,40224,30957,30658,27661
J81033,TALBOT MEDICAL CENTRE,17720,35851,29012,29369,24462
J81034,QUARTERJACK SURGERY,13552,44355,35399,33672,31333
J81035,MILTON ABBAS SURGERY,3481,45563,34028,31176,28840
J81036,THE ROSEMARY HEALTH CTR,7872,38771,31114,29750,25520
J81038,NORTHBOURNE SURGERY,5897,36078,28920,28325,24772
J81039,MOORDOWN MEDICAL CENTRE,8346,40553,31483,30901,26570
J81040,STALBRIDGE SURGERY,4499,40194,31825,29820,27781
J81041,THE HADLEIGH PRACTICE,19767,47018,36702,34324,31966
J81042,VILLAGE SURGERY,8906,37754,29976,29938,25444
J81043,THE BARN SURGERY,6623,38752,30785,30137,26689
J81044,HEATHERVIEW MEDICAL CTR.,10038,38546,30521,29659,25580
J81045,KINSON ROAD MEDICAL CENTRE,8204,34753,28563,27732,23747
J81046,THE HARVEY PRACTICE,11637,46239,36096,33758,30979
J81047,JAMES FISHER MEDICAL CENTRE,13052,40496,30450,29831,25976
J81048,WESSEX ROAD SURGERY,6153,42759,33101,32834,29000
J81049,THE MARINE & OAKRIDGE PARTNERSHIP,10278,40487,31106,31186,27020
J81050,BURTON & BRANSGORE MEDICAL CENTRE,8922,43002,35849,32139,30014
J81051,WYKE REGIS MEDICAL PRACTICE,7847,41355,33216,29876,28262
J81052,CARLISLE HOUSE SURGERY,5737,37577,29500,30323,25515
J81053,CERNE ABBAS SURGERY,3975,45974,34590,32358,30224
J81054,LILLIPUT SURGERY,9794,44690,33805,34319,30389
J81055,ABBOTSBURY ROAD SURGERY,9461,39819,31119,29597,27118
J81056,THE ORCHARD SURGERY,7325,38739,30769,30087,26624
J81057,FARMHOUSE SURGERY,6365,38620,30723,30043,26553
J81058,THE CRANBORNE PRACTICE,9612,45453,34645,32389,29494
J81059,SOUTHBOURNE PRACTICE,8683,39599,30514,30562,26326
J81061,PENNY'S HILL PRACTICE,8356,41142,32032,30823,29596
J81062,ST ALBANS MEDICAL CENTRE,10215,40989,31098,30393,26089
J81063,DURDELLS AVENUE SURGERY,2904,34985,28569,28107,24063
J81064,POOLE TOWN SURGERY,3643,39348,30886,30793,26571
J81065,MADEIRA MEDICAL CENTRE,8152,40875,32128,31288,27117
J81066,STOUR SURGERY,9982,39107,30717,30656,27024
J81067,LITTLEDOWN SURGERY,4302,43785,33913,32424,28351
J81068,ATRIUM HEALTH CENTRE,7380,43632,33271,31878,29857
J81069,LONGFLEET HOUSE SURGERY,4891,39402,31065,30659,26577
J81070,THE BANKS & BEARWOOD MEDICAL CENTRE,8946,39114,30562,29922,25530
J81071,LEYBOURNE SURGERY,3937,37548,29675,30036,25687
J81072,DR SAWYER & PTNS,12272,36409,29288,31203,25168
J81073,THE BRIDGES MEDICAL CTR.,13934,39030,30757,29388,26715
J81074,BARTON HOUSE MED PRACTICE,5701,40446,30847,28971,29189
J81075,CROSS ROAD SURGERY,4713,40300,31757,29606,27586
J81076,THE TOLLERFORD PRACTICE,5759,41671,31505,29566,29566
J81077,WALFORD MILL MEDICAL CENTRE,6454,45782,36166,34018,31998
J81078,BUTE HOUSE,5688,40040,30801,30611,27556
J81081,GILLINGHAM MEDICAL PRACTICE,11885,41806,34380,30105,27957
J81082,CORNWALL ROAD MED PRACT,6278,43802,33379,32155,29881
J81083,SIXPENNY HANDLEY SURGERY,4425,44706,34201,32104,30171
J81086,EVERGREEN OAK SURGERY,5090,41609,32326,31488,27770
J81087,THE BIRCHWOOD PRACTICE,9033,40966,32080,30424,27133
J81090,THE LANEHOUSE SURGERY,3190,39553,31114,29549,26936
J81609,MALTHOUSE MEADOWS SURGERY,2792,42152,32548,30279,28306
J81612,CORFE CASTLE SURGERY,2173,41436,36482,31729,29251
J81613,THE DORCHESTER RD SURGERY,4803,40314,31309,30241,28258
J81616,PUDDLETOWN SURGERY,4109,45672,34370,32300,30116
J81620,STURMINSTER NEWTON MEDICAL CENTRE,8833,40808,32243,29641,27438
J81621,THE MEDICAL CENTRE (CORBIN AVE),5396,41029,31649,30593,29382
J81623,BROADMAYNE SURGERY,1049,43505,33229,31258,29819
J81624,CRESCENT SURGERY,2109,36064,28850,29907,24477
J81625,DENMARK ROAD MEDICAL CENTRE,7525,38621,30477,29928,25596
J81626,FORDINGTON SURGERY,3982,44729,33792,32602,30652
J81628,CHARMOUTH MEDICAL PRACTICE,2189,38687,32295,29587,29591
J81631,SANDFORD SURGERY,2146,38550,31897,30673,28289
J81632,HERBERT AVENUE,3587,37931,30041,28886,24498
J81633,WOODLEA HOUSE SURGERY,4050,37349,28620,28261,23795
J81634,PROVIDENCE SURGERY,9585,36082,28557,29569,24286
J81637,THE PRINCE OF WALES SURGERY,5470,43727,33346,32070,29818
J81640,VILLAGE MEDICAL PRACTICE,1943,39762,30390,30384,29229
J81644,THE OLD DISPENSARY,3365,44598,35549,33795,31489
J81645,BOSCOMBE MANOR MEDICAL CENTRE,2893,35664,28431,29694,24361
J81646,GROVE SURGERY,5025,41018,32357,30849,27685
J81647,LYME BAY MEDICAL PRACTICE,2111,38815,32395,29661,29596
J81648,DR NEWMAN,3380,39682,31123,31011,26861
J82001,BURGESS ROAD SURGERY,8752,39733,33279,30682,27293
J82002,LORDSHILL HEALTH CENTRE,10495,42124,32743,31227,27573
J82004,DR ATCHISON & PARTNERS,5491,39502,31888,31387,26794
J82005,ROWLANDS CASTLE SURGERY,3966,53331,42451,39173,38188
J82006,GOSPORT MEDICAL CENTRE,9050,44646,33193,33753,29706
J82007,THE ARNEWOOD PRACTICE MILTON MEDICAL CEN,13300,38797,33662,30568,28503
J82008,WEST END SURGERY,7549,50387,37526,38556,32105
J82009,EMSWORTH SURGERY,13048,48056,37165,36609,33971
J82010,THE BOSMERE MEDICAL PRACTICE,17856,41787,33208,32052,28519
J82012,PORTCHESTER PRACTICE,8921,45976,35855,37204,31654
J82015,GIFFARD DRIVE SURGERY,8376,54231,42012,37427,31172
J82016,STOCKBRIDGE SURGERY,9026,57027,40643,37705,36687
J82017,THE ANDOVER HEALTH CENTRE MEDICAL PRACT,14187,51335,39064,35539,31854
J82018,STOKEWOOD SURGERY,16668,52054,41737,39168,35681
J82019,THE FRYERN SURGERY,9380,57709,41474,39097,35096
J82020,ARCHERS PRACTICE,7249,47884,37522,35966,30825
J82021,WATERSIDE MEDICAL PRACTICE,8478,39370,32160,32904,29776
J82022,VICTOR STREET SURGERY,12344,44197,34419,33012,28192
J82023,THE WHITELEY SURGERY,13109,59764,42309,39770,34542
J82024,NICHOLS TOWN SURGERY,4368,33381,32877,26804,22453
J82025,CHARLTON HILL SURGERY,10963,51945,39150,35761,31972
J82026,CENTRE PRACTICE,14637,50326,37865,37134,32613
J82027,LIPHOOK VILLAGE SURGERY,5552,51161,40702,37132,33979
J82028,OSBORNE PRACTICE,11205,43344,33749,36353,31551
J82029,NEW MILTON HEALTH CENTRE,9857,38857,33621,30774,28700
J82030,VICTORIA PRACTICE,8283,51805,39869,33536,28006
J82032,THE CURLEW PRACTICE,3902,37496,30941,29221,25489
J82033,GUDGEHEATH LANE SURGERY,8385,50257,37597,35973,32726
J82034,WICKHAM SURGERY,11911,56872,40774,39207,35124
J82035,ST CLEMENTS PARTNERSHIP,17101,51933,39380,37348,33874
J82036,WEST MEON SURGERY,2504,57936,42007,38121,37012
J82038,THE WOOTTON STREET SURGERY,4419,42480,33216,32445,27502
J82039,RINGWOOD MEDICAL CENTRE,11173,43380,35312,33123,29863
J82040,WEST END ROAD SURGERY,11088,39514,32585,30583,26528
J82041,THE STAUNTON SURGERY,8053,38426,31312,29790,25862
J82042,BADGERSWOOD SURGERY,12530,51153,40635,35885,31637
J82044,JUBILEE SURGERY,9356,55436,39654,39553,34782
J82046,OAKLEY & OVERTON PARTNERSHIP,11165,56474,41851,38015,35715
J82049,HARTLEY CORNER MEDICAL PARTNERSHIP,11404,59918,42673,38333,33572
J82050,ST PAUL'S PRACTICE,15435,54780,40744,38041,35014
J82051,DR SJF GOODISON AND PARTNERS,12388,46742,36381,37095,31445
J82052,THE OAKLANDS PRACTICE,10795,58669,42336,38805,35112
J82053,ADELAIDE MEDICAL CENTRE,8989,49451,37715,34798,30497
J82054,KINTBURY & WOOLTON HILL SURGERY,8148,59687,44355,37564,35468
J82055,WAVERLEY ROAD SURGERY,5003,43932,34174,36220,32720
J82056,RED AND GREEN PRACTICE,24456,44714,34902,32416,30536
J82058,BRAMBLYS GRANGE MEDICAL PRACTICE,11695,54396,41297,37464,32038
J82059,THE WATERCRESS MEDICAL GROUP,7220,59223,41509,37136,36485
J82060,DR TUTTE & PARTNER,7858,34625,28880,29805,25770
J82061,ODIHAM HEALTH CENTRE,10848,60920,45075,38512,36609
J82062,CHEVIOT ROAD SURGERY,15186,41533,33212,30949,26377
J82063,PARKSIDE PRACTICE,11181,50165,38034,36309,30762
J82064,BISHOPS WALTHAM SURGERY,12840,53210,40382,37359,35143
J82065,CAMROSE MEDICAL PARTNERSHIP,11388,56594,42653,36222,32375
J82066,SOUTHLEA GROUP PRACTICE,14087,51594,40387,34002,28678
J82067,MILESTONE SURGERY,11300,57677,44035,39708,33521
J82069,GILLIES & OVERBRIDGE MEDICAL P/SHIP,20038,54908,41613,36905,32254
J82071,ST.ANDREW'S SURGERY,8903,47136,37257,35569,30409
J82072,FORESTSIDE MEDICAL PRACTICE,10889,48530,36684,34505,31539
J82073,KIRKLANDS SURGERY,7826,43283,33558,34444,29258
J82074,ALMA ROAD SURGERY,12581,52095,39901,37061,34762
J82075,CHAWTON HOUSE SURGERY,6961,43158,38622,33691,31322
J82076,WOOLSTON LODGE SURGERY,9064,43014,34846,33147,27635
J82077,THE BERMUDA PRACTICE,7118,51952,39189,33805,28922
J82079,CLIFT SURGERY,6368,61690,44611,39435,35571
J82080,UNIVERSITY HEALTH SERVICE,15409,41750,34512,32977,29577
J82081,ST.MARY'S SURGERY,19390,38142,32467,32721,25467
J82082,SHEPHERDS SPRING MEDICAL CENTRE,10323,47842,37250,32148,29211
J82083,STOKE ROAD MEDICAL CENTRE,8421,43322,32560,33908,29038
J82084,BURY ROAD SURGERY,4082,44161,33063,33809,29584
J82085,LAKE ROAD PRACTICE,14465,36357,30126,30088,25691
J82086,DR KLEMENZ & PARTNERS,4041,40705,32301,31347,26740
J82087,STONEHAM LANE SURGERY,6319,36957,31910,29284,25479
J82088,GROVE MEDICAL PRACTICE,10057,44717,35935,33982,28726
J82089,HEDGE END MEDICAL CENTRE,13119,53300,40194,38084,33325
J82090,SUNNYSIDE MEDICAL CENTRE,12845,40449,32111,32663,28811
J82091,DR ROGERS & PARTNERS,8653,43349,33774,34068,30250
J82092,ALDERMOOR SURGERY,8254,45449,34818,32751,28308
J82093,STAKES LODGE SURGERY,7511,45295,35100,36083,30974
J82094,TADLEY MEDICAL P'SHIP,19676,57935,44359,39824,35721
J82096,MARLOWE PRACTICE,6272,52629,39938,34557,29997
J82097,TOTTON HEALTH CENTRE,11659,46885,36749,35149,30318
J82098,SWAN SURGERY,13460,51146,38973,36305,33857
J82099,RICHMOND SURGERY,12510,65557,45594,39861,37480
J82100,FORTON MEDICAL CENTRE,9589,43343,33095,33660,28415
J82101,CHESSEL PRACTICE,12992,41632,34277,32238,27139
J82102,THE DRAYTON SURGERY,13417,51147,38207,38080,33309
J82103,ST MARY'S SURGERY,11500,49790,37958,34929,30835
J82104,STUBBINGTON MEDICAL PRACTICE,13171,49117,36897,35912,35202
J82106,GRATTON SURGERY,6628,65370,43770,40563,37956
J82110,FLEET MEDICAL CENTRE,14753,68144,47222,42556,39356
J82112,FOREST GATE SURGERY,13435,49141,37916,36212,31288
J82113,WATERSIDE MEDICAL CENTRE,11906,42614,32638,33537,28299
J82114,DR AM GALLOWAY,8891,41495,32675,31859,27093
J82115,ATHERLEY HOUSE SURGERY,4665,44738,37004,35397,29230
J82116,TWYFORD SURGERY,9607,58121,41264,39347,36213
J82117,THE HANWAY GROUP PRACTICE,11546,37870,30999,30962,26489
J82119,DENMEAD HEALTH CENTRE,9129,53063,40029,38739,35600
J82120,ALEXANDER HOUSE SURGERY,9227,58617,44627,40142,33961
J82121,NORTH BADDESLEY SURGERY,6895,54462,39651,37613,34137
J82122,ALMA ROAD SURGERY,10034,39986,35227,31928,27858
J82123,HACKWOOD PARTNERSHIP,13223,54504,41430,37513,32157
J82124,ALRESFORD SURGERY,9386,53998,40527,36978,36203
J82125,JENNER HOUSE SURGERY,10190,56969,43411,39558,33064
J82126,RAYMOND ROAD SURGERY,3600,49498,37903,36729,30923
J82127,BRUNE MEDICAL CENTRE,8713,43577,32722,32036,27438
J82128,OLD FIRE STATION SURGERY,8428,43440,35066,33546,27812
J82129,NEW FOREST MEDICAL GROUP,7592,51140,40298,37098,36624
J82130,FRIARSGATE PRACTICE,24261,57205,41734,38293,36048
J82131,FORDINGBRIDGE SURGERY,12594,46484,35223,33978,31753
J82132,TESTVALE SURGERY,13014,47055,36853,35246,30442
J82133,BROCKHURST MEDICAL CENTRE,4516,44579,33621,34231,29422
J82134,FOREST END SURGERY,20432,44386,34972,34852,31055
J82135,BRANKSOMEWOOD H/CARE CTR,12553,67005,46575,41534,38847
J82136,CHAWTON PARK SURGERY,9425,54538,39844,36990,34678
J82138,HOOK & HARTLEY WINTNEY MEDICAL PTNERSHIP,16754,61369,45494,39865,36859
J82139,WISTARIA & MILFORD SURGERIES,15159,44130,39130,33266,32014
J82141,BATH LODGE PRACTICE,12478,41503,33867,32358,27629
J82142,THE BORDER PRACTICE,8581,52003,41937,35102,29801
J82143,PARK SURGERY,14917,64229,42752,39497,33524
J82144,CROWN HEIGHTS MEDICAL CENTRE,24196,55043,41711,37901,32476
J82145,ABBEYWELL SURGERY,18863,52335,40070,37153,34853
J82146,LYNDHURST SURGERY,5226,47697,38015,36570,33179
J82147,THE CLANFIELD PRACTICE,7708,53827,42979,40002,36657
J82149,DERBY ROAD PRACTICE,11316,40855,32348,33246,28311
J82150,CORNERWAYS MEDICAL CENTRE,11815,44921,35726,33539,30701
J82151,TWIN OAKS MEDICAL CENTRE,4125,48323,42162,36532,35387
J82152,BRIDGEMARY MEDICAL CENTRE,8661,39811,31867,31827,27647
J82154,THE HIGHLANDS PRACTICE,15887,50805,37901,36440,32989
