PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
H83037,AUCKLAND SURGERY,6577,45675,35621,33987,27449
H83039,STOVELL HOUSE SURGERY,7052,51984,41136,35658,29360
H83040,MITCHLEY AVENUE SURGERY,3599,60141,48482,41470,38008
H83041,SOUTH NORWOOD MEDICAL CENTRE,4782,43601,34304,31135,24270
H83042,LEANDER ROAD PRIMARY CARE CENTRE,7072,45088,36897,30882,23950
H83043,SHIRLEY MEDICAL CENTRE,4254,50766,40939,36065,31388
H83044,EAST CROYDON MEDICAL CENTRE,13062,51895,38195,37277,30311
H83046,FIELDWAY MEDICAL CENTRE,3465,35613,31411,27684,21331
H83048,DOWNLAND SURGERY,1547,58043,44080,39378,36412
H83049,HEADLEY DRIVE SURGERY,2532,36790,31873,28029,22147
H83050,THE MOORINGS MEDICAL PRACTICE,5911,58410,48528,40530,35502
H83051,THORNTON ROAD SURGERY,6967,44141,35399,30034,22827
H83052,BRAMLEY AVENUE SURGERY,2459,59404,46771,39867,36356
H83053,PARCHMORE MEDICAL CENTRE,14313,43930,35505,31118,24234
H83608,BRIGSTOCK FAMILY PRACTICE,4129,43526,34783,30047,23168
H83609,MERSHAM MEDICAL CENTRE,2959,44852,36182,31759,24977
H83611,SELHURST MEDICAL PRACTICE,2538,40284,32074,29673,22535
H83620,COULSDON MEDICAL PRACTICE,3590,59431,46391,39644,35919
H83622,SOUTH NORWOOD MEDICAL PRACTICE,2061,43849,34201,31776,24756
H83623,SOUTH CROYDON MEDICAL CENTRE,2575,51451,40824,36051,30490
H83624,FAIRVIEW MEDICAL CENTRE,7015,46025,37698,31921,25015
H83625,BROUGHTON CORNER MEDICAL CENTRE,4160,44761,36208,30444,23464
H83626,THE ENMORE PRACTICE,2221,44976,36330,32152,25634
H83627,BIRDHURST MEDICAL PRACTICE,6226,50520,39019,36870,30752
H83631,GREENSIDE MEDICAL PRACTICE,8836,42209,33692,28986,21749
H83634,VALLEY PARK SURGERY,1476,44784,35610,30498,23934
H84002,BROCKBANK (PARK ROAD),12808,65027,49113,46761,43134
H84005,BATES (PARKSHOT MEDICAL PRACTICE),10933,70934,45750,50742,44510
H84006,JEZIERSKI (SHEEN LANE),8807,66730,47642,48159,42315
H84007,JACKSON (ACORN),8184,66709,49330,45519,40771
H84010,CANBURY MEDICAL CENTRE,9756,62517,50280,42293,36531
H84012,THOMAS (YORK),11356,67700,49146,46865,42352
H84014,LEE (PARADISE ROAD),2929,71782,46019,52078,44388
H84015,BRUNSWICK SURGERY,7050,60739,43885,40350,34945
H84016,THE GROVES MEDICAL CENTRE,15756,59885,45736,39729,33267
H84017,HUDSON (SEYMOUR HOUSE),13644,64852,46325,47045,39614
H84018,BHATIA (BROAD LANE),4431,55061,42457,40494,35452
H84020,FAIRHILL MEDICAL PRACTICE,21176,59938,44284,41504,35294
H84023,FLOOD (ESSEX HOUSE),8795,67603,45108,48632,42912
H84025,HOOK SURGERY,5876,54029,42570,36389,32051
H84027,CHURCHILL MEDICAL CENTRE,17026,60063,46317,41064,34883
H84030,CENTRAL SURGERY,12536,61572,44173,40849,35441
H84031,JUBILEE SURGERY,5339,54514,42273,37463,33059
H84032,O'FLYNN (HAMPTON WICK),9333,63895,44807,46053,42319
H84033,ST ALBANS MEDICAL CENTRE,6379,65257,54546,43976,38231
H84034,THE ORCHARD PRACTICE,6832,54289,43187,36816,32528
H84039,O'DONNELL (CROSS DEEP),10349,66319,48521,46080,41783
H84040,LEWIS (HAMPTON),12660,55654,42791,41164,36033
H84041,THE VINEYARD SURGERY,3709,74729,46024,55084,46369
H84042,HOLMWOOD CORNER SURGERY,12039,57071,44325,38338,32780
H84043,CROWLEY (NORTH ROAD),6848,71487,45699,50618,45466
H84044,SOOD (THE GREEN & FIR ROAD),8537,57429,43761,40159,35401
H84048,JOHAL (TWICKENHAM PARK),6867,75093,50647,51617,45787
H84049,MAYPOLE SURGERY,1562,58114,44112,38999,34086
H84050,CHESSINGTON PARK SURGERY,6371,53668,42436,36108,31805
H84051,ROSELAWN,5601,56759,44170,38292,32773
H84053,BERRYLANDS SURGERY,3653,62521,44952,41003,35524
H84054,RED LION ROAD SURGERY,2958,57889,44171,37949,32441
H84055,JOHNSON (SHEEN LANE),10427,68936,49037,49499,43897
H84057,SARAJLIC (STAINES ROAD),2480,58140,44508,39773,35073
H84058,KINGSDOWNE SURGERY,3695,58153,43689,38578,33191
H84059,CHILDS (THAMESIDE),3940,65225,47476,46958,43409
H84060,SMITH (RICHMOND LOCK),7664,63933,49082,42545,36799
H84061,KINGSTON HEALTH CENTRE,7969,64881,52918,43619,38254
H84062,LANGLEY MEDICAL PRACTICE,7053,61143,44111,40492,35140
H84608,SAYER (RICHMOND GREEN),2057,71172,45672,51556,43681
H84615,SAYER (DEANHILL),1913,66956,46526,47846,42323
H84618,SUNRAY SURGERY,3595,56251,43861,36830,31079
H84619,CLAREMONT MEDICAL CENTRE,10399,61687,42568,42065,36340
H84623,PENNYCOOK (HAMPTON HILL),8973,61190,46394,44077,39754
H84625,KUDRA (WOODLAWN),4315,55992,42985,38463,33757
H84629,VILLAGE SURGERY,4741,58965,45400,39678,33892
H84630,CRANE PARK SURGERY,2959,50901,40024,35093,30066
H84632,PALACCI (CASTELNAU),3836,69292,43722,49160,44660
H84635,MANOR DRIVE MEDICAL CENTRE,12727,57810,45871,39009,35146
H84637,GRAY'S MEDICAL CENTRE,2261,54211,43236,36907,32664
H84639,FITZMAURICE (KEW),4085,69995,45251,49288,44056
H85001,WANDSWORTH MEDICAL CENTRE,15235,65723,50206,42888,36294
H85002,THE FALCON ROAD MEDICAL CENTRE,8713,57563,45417,39783,33415
H85003,QUEENSTOWN ROAD MEDICAL PRACTICE,7716,58370,45746,42359,34272
H85005,TRINITY MEDICAL CENTRE,10911,65527,47984,43234,37600
H85006,MAYFIELD SURGERY,5918,44818,35332,33209,26091
H85007,DR KOONER AND PARTNERS,12457,70074,56370,45320,38688
H85008,THE ROEHAMPTON SURGERY,5828,49236,38074,35795,29578
H85009,BEDFORD HILL FAMILY PRACTICE,11760,67711,49547,43361,38531
H85011,THE GREYSWOOD PRACTICE,8404,51838,39239,34118,26520
H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,24665,66572,46796,45751,38977
H85016,CANNON HILL LANE MEDICAL PRACTICE,8236,58526,46310,39534,34522
H85018,THE SURGERY - 48 MULGRAVE ROAD,8458,54848,39640,38694,33542
H85019,DR JM LONGLEY & PARTNERS,5026,58204,45834,38506,34984
H85020,THE CHURCH LANE PRACTICE,16772,67205,53058,44495,38073
H85021,THE CHESSER SURGERY,6683,48088,37473,33161,28302
H85022,PARK ROAD MEDICAL CENTRE,3969,53460,40768,36023,32079
H85023,BISHOPSFORD ROAD SURGERY,4063,43577,34508,30339,25046
H85024,THE MITCHAM MEDICAL CENTRE.,10145,48101,37882,33457,26013
H85025,THE WRYTHE GREEN SURGERY,13722,51866,40093,35976,31510
H85026,FRANCIS GROVE SURGERY,11394,72119,51948,48958,40990
H85027,WIMBLEDON VILLAGE PRACTICE,10465,74195,44808,54349,46766
H85028,PRINCES ROAD SURGERY,9574,70437,53488,45435,38086
H85029,WIDE WAY SURGERY,7492,44041,37288,30368,24448
H85030,THE OLD COURT HOUSE SURGERY,12823,52063,39392,36591,31783
H85031,BENHILL & BELMONT PRACTICE,11312,53386,39637,37166,32528
H85032,CARSHALTON FIELDS SURGERY,3494,58897,46371,39978,37615
H85033,TAMWORTH HOUSE MEDICAL CENTRE.,9579,44798,37021,30994,24900
H85035,ROWANS SURGERY,9158,46185,38373,31933,25407
H85037,MORDEN HALL MEDICAL CENTRE,13683,49566,39905,34336,28984
H85038,CRICKET GREEN MEDICAL PRACTICE,9744,42944,34236,29606,23258
H85041,EARLSFIELD SURGERY,11145,64780,52170,42535,36775
H85045,BRIDGE LANE GROUP PRACTICE,13979,58111,43389,42034,34041
H85047,CHATFIELD MEDICAL CENTRE,10288,57131,44160,39522,33141
H85048,BROCKLEBANK GROUP PRACTICE,16803,65920,51387,42535,36483
H85049,BATTERSEA RISE GROUP PRACTICE,7277,81173,66949,50341,45428
H85051,LAMBTON ROAD MEDICAL PRACTICE,15575,65701,50913,45819,40093
H85052,STREATHAM PARK SURGERY,4338,52588,40304,35246,28117
H85053,THE SURGERY-181 CARSHALTON ROAD,4179,52206,40473,36691,32049
H85054,DR MUKTAR & DR AL-SANJARY,4998,58480,45794,38456,34877
H85055,WEST BARNES SURGERY,7487,59645,46722,39678,34978
H85056,BALHAM HILL MEDICAL PRACTICE,1561,68409,49929,44006,38637
H85057,ELBOROUGH STREET SURGERY,6006,69251,54954,44918,38125
H85061,THE HEATHBRIDGE PRACTICE,15914,70379,48745,47593,40118
H85063,DR CAM BRENNAN & PTRS,5013,58757,45946,38546,34995
H85065,THE ALTON PRACTICE,3821,42355,34073,32019,24644
H85066,BALHAM PARK SURGERY,16826,70423,50154,45390,40736
H85067,DANEBURY AVENUE SURGERY,3246,42201,34573,32474,24629
H85069,LAVENDER HILL GROUP PRACTICE,12602,69011,55734,45769,39312
H85070,CENTRAL MEDICAL CENTRE,8348,47567,37702,32881,27226
H85072,JAMES O'RIORDAN MEDICAL CENTRE,6057,55348,43737,37268,32939
H85075,THE HAIDER PRACTICE,3130,63852,50849,43517,38122
H85076,STONECOT SURGERY,9029,51614,41209,35302,30945
H85077,THE HERITAGE MEDICAL CENTRE,5235,72412,59627,46215,40695
H85078,GRAHAM ROAD SURGERY,2960,46607,36405,31237,24013
H85082,TRIANGLE SURGERY,4717,65821,48756,43070,35171
H85086,WANDLE VALLEY HEALTH CENTRE.,1905,46759,35976,32142,26883
H85087,OPEN DOOR SURGERY,9106,53595,41542,36713,30055
H85088,CLAPHAM JUNCTION MEDICAL PRACTICE,3445,61334,50115,41189,35153
H85090,FIGGES MARSH SURGERY,7085,46538,36233,31087,23726
H85092,RIVERHOUSE MEDICAL PRACTICE,5690,61838,46553,40241,33487
H85095,THE HEALTH CENTRE,10644,51632,38801,36508,31559
H85100,ST PAUL'S COTTAGE PRACTICE,6720,53708,43659,38094,31349
H85101,GRAND DRIVE SURGERY,8937,59502,46583,40251,35064
H85103,HACKBRIDGE MEDICAL CENTRE,3898,50206,38358,35010,29950
H85105,CHEAM FAMILY PRACTICE,12577,58358,45234,39595,35661
H85110,RAVENSBURY PARK MEDICAL CENTRE,4787,45575,36030,31833,26360
H85111,BATTERSEA FIELDS PRACTICE,10053,50353,40496,39004,30285
H85112,THE VINEYARD HILL ROAD SURGERY,4553,72918,57010,48744,42017
H85113,DR SUGUMAR AND PARTNER,3672,53814,40697,35895,31978
H85114,THURLEIGH ROAD PRACTICE,12003,87531,61729,53614,49279
H85115,SHOTFIELD MEDICAL PRACTICE,10743,53355,41523,36736,33023
H85116,MANOR PRACTICE,8559,50355,38888,35081,29886
H85618,WELL COURT PRACTICE,1994,56715,44609,37812,34199
H85634,THE MERTON MEDICAL PRACTICE,6996,58572,43547,37929,30662
H85637,BALHAM HEALTH CENTRE,1628,62094,46457,40753,35109
H85643,INNER PARK ROAD HEALTH CENTRE,2511,53938,42598,38708,32202
H85649,COLLIERS WOOD SURGERY,10363,49714,37945,33656,26579
H85650,GRANVILLE ROAD SURGERY,751,59761,45492,39774,32121
H85653,WALLINGTON FAMILY PRACTICE,14004,52569,40820,36265,32284
H85656,ALEXANDRA SURGERY,5446,66402,50789,44773,37684
H85659,BEGG PRACTICE,3995,65501,52884,44548,39518
H85662,THE BEECHES SURGERY,5673,59959,47263,40711,38542
H85664,TOOTING BEC SURGERY,2242,60259,44963,40355,34397
H85665,WALLINGTON MEDICAL CENTRE,2388,44310,35119,33018,25280
H85674,BEDDINGTON MEDICAL CENTRE,3685,54273,40682,35089,31143
H85680,TOOTING SOUTH MEDICAL CENTRE,10078,50241,38900,33598,26803
H85682,TUDOR LODGE HEALTH CENTRE,6820,51901,40665,36346,28734
H85683,FACCINI HOUSE SURGERY,6197,44351,35716,31489,26352
H85686,THE GROVE ROAD PRACTICE,8705,55411,41535,38651,34119
H85691,NIGHTINGALE HOUSE,167,96900,57800,58600,55300
H85693,GREEN WRYTHE SURGERY,10114,44828,34890,30816,25521
H85695,THE PRACTICE FURZEDOWN,3062,50697,38803,33997,26603
J81002,ORCHID HOUSE SURGERY,8550,40377,31627,31233,28852
J81003,ALMA PARTNERSHIP,9535,37969,30744,28943,24774
J81004,POOLE ROAD MEDICAL CENTRE,8384,36777,28471,30392,25286
J81005,BRIDPORT MEDICAL CENTRE,18163,35097,29287,28114,25013
J81006,THE ADAM PRACTICE,31587,37861,30617,29636,25830
J81009,ROYAL MANOR HEALTH CARE,12464,34131,28707,27512,23510
J81010,SWANAGE MEDICAL PRACTICE,11668,35568,29497,28569,26374
J81011,WAREHAM SURGERY,7882,39670,31911,30505,28105
J81012,PARKSTONE HEALTH CENTRE,10335,39583,31241,30251,26851
J81013,CANFORD HEATH GROUP PRACT,11836,41175,32922,30329,26927
J81014,WESTBOURNE MEDICAL CENTRE,16315,39017,30390,31605,26918
J81016,QUEENS AVENUE SURGERY,7365,42085,32861,30318,27748
J81017,YETMINSTER MEDICAL CENTRE,3984,41536,32774,30965,28845
J81018,BEAUFORT ROAD SURGERY,10921,37865,30404,29569,25826
J81019,DR EVANS & PARTNERS,16302,41917,34024,30758,28044
J81020,BERE REGIS SURGERY,3606,41630,33273,30964,28210
J81021,SHELLEY MANOR MEDICAL CENTRE,11832,33417,26240,27152,21599
J81022,WEST MOORS GROUP PRACTICE,5249,39016,30632,30391,28628
J81024,HOLDENHURST ROAD SURGERY,10159,34397,27239,27388,22127
J81025,THE WELLBRIDGE PRACTICE,6172,46401,34462,31091,27997
J81026,ABBEY VIEW MEDICAL CENTRE,15281,39528,32107,29901,26537
J81027,ROYAL CRESCENT SURGERY,17762,37076,30030,28343,25196
J81028,HIGHCLIFFE MEDICAL CENTRE,10083,38888,30951,31054,28624
J81029,THE APPLES MEDICAL CENTRE,5127,39702,31700,30418,27794
J81030,THE VERWOOD SURGERY,8210,46934,36234,32903,29469
J81031,EAGLE HOUSE SURGERY,8460,42936,34442,30888,27890
J81032,NEWLAND SURGERY,6322,39764,31728,30345,27633
J81033,TALBOT MEDICAL CENTRE,17720,34176,27918,27356,23439
J81034,QUARTERJACK SURGERY,13552,42901,34217,32444,29438
J81035,MILTON ABBAS SURGERY,3481,41486,34276,30764,28089
J81036,THE ROSEMARY HEALTH CTR,7872,36469,29178,28242,24838
J81038,NORTHBOURNE SURGERY,5897,34166,27713,27298,23929
J81039,MOORDOWN MEDICAL CENTRE,8346,40072,31697,29331,26406
J81040,STALBRIDGE SURGERY,4499,39616,31408,29403,26891
J81041,THE HADLEIGH PRACTICE,19767,45405,36508,33456,31249
J81042,VILLAGE SURGERY,8906,36520,29723,28536,24675
J81043,THE BARN SURGERY,6623,37503,30113,29671,26515
J81044,HEATHERVIEW MEDICAL CTR.,10038,37008,29339,28614,25091
J81045,KINSON ROAD MEDICAL CENTRE,8204,32169,26806,26376,22892
J81046,THE HARVEY PRACTICE,11637,44736,36367,33633,31532
J81047,JAMES FISHER MEDICAL CENTRE,13052,39966,31317,29409,26181
J81048,WESSEX ROAD SURGERY,6153,42344,33199,32320,28709
J81049,THE MARINE & OAKRIDGE PARTNERSHIP,10278,38853,31144,30226,26675
J81050,BURTON & BRANSGORE MEDICAL CENTRE,8922,41761,33715,32307,29471
J81051,WYKE REGIS MEDICAL PRACTICE,7847,36774,30653,28136,25186
J81052,CARLISLE HOUSE SURGERY,5737,37139,29263,29258,24801
J81053,CERNE ABBAS SURGERY,3975,43593,33750,31367,29393
J81054,LILLIPUT SURGERY,9794,45958,35153,35376,31382
J81055,ABBOTSBURY ROAD SURGERY,9461,35567,29608,27804,24938
J81056,THE ORCHARD SURGERY,7325,37388,30095,29596,26459
J81057,FARMHOUSE SURGERY,6365,37237,30004,29478,26294
J81058,THE CRANBORNE PRACTICE,9612,46404,35778,32855,29787
J81059,SOUTHBOURNE PRACTICE,8683,37594,30113,29473,25723
J81061,PENNY'S HILL PRACTICE,8356,40719,31894,31392,29005
J81062,ST ALBANS MEDICAL CENTRE,10215,39496,32191,29603,25450
J81063,DURDELLS AVENUE SURGERY,2904,32441,26856,26651,23721
J81064,POOLE TOWN SURGERY,3643,38586,30523,29926,26021
J81065,MADEIRA MEDICAL CENTRE,8152,39262,30906,29966,26539
J81066,STOUR SURGERY,9982,37530,30838,29740,26937
J81067,LITTLEDOWN SURGERY,4302,43282,34722,31732,27173
J81068,ATRIUM HEALTH CENTRE,7380,42059,32686,30269,27585
J81069,LONGFLEET HOUSE SURGERY,4891,38538,30538,29789,26028
J81070,THE BANKS & BEARWOOD MEDICAL CENTRE,8946,37482,30198,28559,24977
J81071,LEYBOURNE SURGERY,3937,37823,29939,28928,26140
J81072,DR SAWYER & PTNS,12272,34396,27247,27453,22485
J81073,THE BRIDGES MEDICAL CTR.,13934,35383,29215,27510,23993
J81074,BARTON HOUSE MED PRACTICE,5701,39612,31040,29603,26942
J81075,CROSS ROAD SURGERY,4713,35926,29879,27686,24575
J81076,THE TOLLERFORD PRACTICE,5759,40929,31691,30078,27596
J81077,WALFORD MILL MEDICAL CENTRE,6454,43816,34792,32872,30075
J81078,BUTE HOUSE,5688,39614,31620,30324,27608
J81081,GILLINGHAM MEDICAL PRACTICE,11885,39912,31556,29709,26294
J81082,CORNWALL ROAD MED PRACT,6278,41883,32713,30284,27775
J81083,SIXPENNY HANDLEY SURGERY,4425,43689,34764,32333,29389
J81086,EVERGREEN OAK SURGERY,5090,40426,32015,31002,27486
J81087,THE BIRCHWOOD PRACTICE,9033,39633,31570,30234,26900
J81090,THE LANEHOUSE SURGERY,3190,35425,29552,27739,24988
J81609,MALTHOUSE MEADOWS SURGERY,2792,38873,31564,29725,26778
J81612,CORFE CASTLE SURGERY,2173,40350,32983,31481,28871
J81613,THE DORCHESTER RD SURGERY,4803,37398,30349,28511,25379
J81616,PUDDLETOWN SURGERY,4109,44048,33741,31353,29243
J81620,STURMINSTER NEWTON MEDICAL CENTRE,8833,39622,31707,29431,27202
J81621,THE MEDICAL CENTRE (CORBIN AVE),5396,40754,31941,31403,28917
J81623,BROADMAYNE SURGERY,1049,42471,32568,30345,27371
J81624,CRESCENT SURGERY,2109,33036,25884,26969,21173
J81625,DENMARK ROAD MEDICAL CENTRE,7525,37674,30572,28666,24939
J81626,FORDINGTON SURGERY,3982,42804,33365,30523,27893
J81628,CHARMOUTH MEDICAL PRACTICE,2189,36904,30523,29487,27029
J81631,SANDFORD SURGERY,2146,39381,31619,30256,27858
J81632,HERBERT AVENUE,3587,35539,28295,27548,23974
J81633,WOODLEA HOUSE SURGERY,4050,36055,29696,28091,23402
J81634,PROVIDENCE SURGERY,9585,33466,26448,27179,21612
J81637,THE PRINCE OF WALES SURGERY,5470,41852,32663,30278,27754
J81640,VILLAGE MEDICAL PRACTICE,1943,38642,30177,30275,28598
J81644,THE OLD DISPENSARY,3365,42940,34206,32462,29490
J81645,BOSCOMBE MANOR MEDICAL CENTRE,2893,32523,25300,26782,20859
J81646,GROVE SURGERY,5025,39402,32381,30206,27954
J81647,LYME BAY MEDICAL PRACTICE,2111,36997,30610,29637,27207
J81648,DR NEWMAN,3380,39007,30817,30210,26344
J82001,BURGESS ROAD SURGERY,8752,43114,34233,33251,27000
J82002,LORDSHILL HEALTH CENTRE,10495,39615,33990,31174,26814
J82004,DR ATCHISON & PARTNERS,5491,37400,31672,29804,25824
J82005,ROWLANDS CASTLE SURGERY,3966,52950,39204,37644,35550
J82006,GOSPORT MEDICAL CENTRE,9050,44733,35261,34374,30432
J82007,THE ARNEWOOD PRACTICE MILTON MEDICAL CEN,13300,40523,33121,31903,29235
J82008,WEST END SURGERY,7549,49713,36919,35458,32115
J82009,EMSWORTH SURGERY,13048,48079,37467,36880,34581
J82010,THE BOSMERE MEDICAL PRACTICE,17856,39826,33589,31413,28181
J82012,PORTCHESTER PRACTICE,8921,46166,35803,34771,32611
J82015,GIFFARD DRIVE SURGERY,8376,47708,40861,35122,31006
J82016,STOCKBRIDGE SURGERY,9026,57574,43106,40654,37603
J82017,THE ANDOVER HEALTH CENTRE MEDICAL PRACT,14187,52193,39318,35894,31889
J82018,STOKEWOOD SURGERY,16668,55198,39270,36056,34158
J82019,THE FRYERN SURGERY,9380,56910,42502,38839,37214
J82020,ARCHERS PRACTICE,7249,44673,34795,33087,30407
J82021,WATERSIDE MEDICAL PRACTICE,8478,41124,34964,34126,30164
J82022,VICTOR STREET SURGERY,12344,41692,34007,31801,26658
J82023,THE WHITELEY SURGERY,13109,58729,43579,39376,37053
J82024,NICHOLS TOWN SURGERY,4368,34075,26980,25982,19754
J82025,CHARLTON HILL SURGERY,10963,52824,39798,36134,32242
J82026,CENTRE PRACTICE,14637,47156,36359,34967,32632
J82027,LIPHOOK VILLAGE SURGERY,5552,54803,41584,39327,36826
J82028,OSBORNE PRACTICE,11205,43672,34232,34167,28851
J82029,NEW MILTON HEALTH CENTRE,9857,40784,33104,32142,29699
J82030,VICTORIA PRACTICE,8283,42505,38674,32689,27218
J82032,THE CURLEW PRACTICE,3902,35863,31199,29050,25373
J82033,GUDGEHEATH LANE SURGERY,8385,47054,36739,35043,32440
J82034,WICKHAM SURGERY,11911,58712,42274,39389,36704
J82035,ST CLEMENTS PARTNERSHIP,17101,55838,40575,38515,35802
J82036,WEST MEON SURGERY,2504,61787,43575,41692,40048
J82038,THE WOOTTON STREET SURGERY,4419,39768,34082,31326,27524
J82039,RINGWOOD MEDICAL CENTRE,11173,44643,35424,33894,31520
J82040,WEST END ROAD SURGERY,11088,37933,31615,30334,25800
J82041,THE STAUNTON SURGERY,8053,36599,31962,29598,25848
J82042,BADGERSWOOD SURGERY,12530,50086,39537,36152,32482
J82044,JUBILEE SURGERY,9356,53543,40589,37866,35848
J82046,OAKLEY & OVERTON PARTNERSHIP,11165,58902,43879,40874,38431
J82049,HARTLEY CORNER MEDICAL PARTNERSHIP,11404,58913,42626,38238,35519
J82050,ST PAUL'S PRACTICE,15435,58357,41700,39699,37306
J82051,DR SJF GOODISON AND PARTNERS,12388,46887,37666,35918,31663
J82052,THE OAKLANDS PRACTICE,10795,60511,44401,40085,37394
J82053,ADELAIDE MEDICAL CENTRE,8989,49268,37751,34712,30466
J82054,KINTBURY & WOOLTON HILL SURGERY,8148,62900,47686,42487,40383
J82055,WAVERLEY ROAD SURGERY,5003,44151,34862,34156,28555
J82056,RED AND GREEN PRACTICE,24456,45690,36755,34955,31644
J82058,BRAMBLYS GRANGE MEDICAL PRACTICE,11695,49912,38876,35849,31343
J82059,THE WATERCRESS MEDICAL GROUP,7220,59027,45430,42344,39624
J82060,DR TUTTE & PARTNER,7858,36054,30639,28926,24134
J82061,ODIHAM HEALTH CENTRE,10848,64558,47440,43440,39334
J82062,CHEVIOT ROAD SURGERY,15186,38737,32310,30510,25207
J82063,PARKSIDE PRACTICE,11181,47182,36491,34023,31487
J82064,BISHOPS WALTHAM SURGERY,12840,54713,41389,38547,35964
J82065,CAMROSE MEDICAL PARTNERSHIP,11388,53465,40696,36221,32394
J82066,SOUTHLEA GROUP PRACTICE,14087,44029,38666,33339,28408
J82067,MILESTONE SURGERY,11300,52480,41745,37512,33712
J82069,GILLIES & OVERBRIDGE MEDICAL P/SHIP,20038,51909,40040,36082,31821
J82071,ST.ANDREW'S SURGERY,8903,43630,34161,32648,29855
J82072,FORESTSIDE MEDICAL PRACTICE,10889,47812,37494,35739,32281
J82073,KIRKLANDS SURGERY,7826,40218,33215,31609,28357
J82074,ALMA ROAD SURGERY,12581,51349,39202,37231,34268
J82075,CHAWTON HOUSE SURGERY,6961,45921,35714,35493,32943
J82076,WOOLSTON LODGE SURGERY,9064,39444,32665,31381,26926
J82077,THE BERMUDA PRACTICE,7118,45820,36828,33467,28848
J82079,CLIFT SURGERY,6368,61659,45306,41389,39229
J82080,UNIVERSITY HEALTH SERVICE,15409,46062,34931,34063,28052
J82081,ST.MARY'S SURGERY,19390,38448,30744,30954,24297
J82082,SHEPHERDS SPRING MEDICAL CENTRE,10323,45457,35970,32636,27749
J82083,STOKE ROAD MEDICAL CENTRE,8421,43332,34106,33590,29748
J82084,BURY ROAD SURGERY,4082,44031,34912,34016,30288
J82085,LAKE ROAD PRACTICE,14465,36146,30744,28970,24626
J82086,DR KLEMENZ & PARTNERS,4041,38771,33629,30545,26337
J82087,STONEHAM LANE SURGERY,6319,40992,33227,31928,25959
J82088,GROVE MEDICAL PRACTICE,10057,40892,33099,32287,26236
J82089,HEDGE END MEDICAL CENTRE,13119,54044,39195,36526,34309
J82090,SUNNYSIDE MEDICAL CENTRE,12845,39379,32094,30745,26823
J82091,DR ROGERS & PARTNERS,8653,40134,33384,31674,28749
J82092,ALDERMOOR SURGERY,8254,42048,34296,32093,27617
J82093,STAKES LODGE SURGERY,7511,44250,36699,33842,30018
J82094,TADLEY MEDICAL P'SHIP,19676,55586,41893,38974,36352
J82096,MARLOWE PRACTICE,6272,46697,37550,34066,29430
J82097,TOTTON HEALTH CENTRE,11659,45454,35913,34052,31406
J82098,SWAN SURGERY,13460,52267,39862,38681,36476
J82099,RICHMOND SURGERY,12510,64264,50312,42872,40796
J82100,FORTON MEDICAL CENTRE,9589,41869,33981,32980,29064
J82101,CHESSEL PRACTICE,12992,39027,32303,30839,26596
J82102,THE DRAYTON SURGERY,13417,50859,38552,36232,33646
J82103,ST MARY'S SURGERY,11500,49901,38044,35015,30776
J82104,STUBBINGTON MEDICAL PRACTICE,13171,52050,38606,37346,35086
J82106,GRATTON SURGERY,6628,59929,45956,41431,37911
J82110,FLEET MEDICAL CENTRE,14753,66831,51473,43488,41016
J82112,FOREST GATE SURGERY,13435,47433,37120,35142,32780
J82113,WATERSIDE MEDICAL CENTRE,11906,42240,33679,33116,28997
J82114,DR AM GALLOWAY,8891,39177,33863,30906,26886
J82115,ATHERLEY HOUSE SURGERY,4665,40941,32510,32857,25960
J82116,TWYFORD SURGERY,9607,59637,43278,40330,38728
J82117,THE HANWAY GROUP PRACTICE,11546,36942,31499,29487,25352
J82119,DENMEAD HEALTH CENTRE,9129,54333,40326,37478,34719
J82120,ALEXANDER HOUSE SURGERY,9227,53493,42111,38053,34237
J82121,NORTH BADDESLEY SURGERY,6895,55202,41049,37811,35606
J82122,ALMA ROAD SURGERY,10034,42065,31905,30844,25061
J82123,HACKWOOD PARTNERSHIP,13223,50066,38859,35881,31410
J82124,ALRESFORD SURGERY,9386,54668,42727,39296,37368
J82125,JENNER HOUSE SURGERY,10190,50981,41616,36714,33095
J82126,RAYMOND ROAD SURGERY,3600,48194,36313,34904,29700
J82127,BRUNE MEDICAL CENTRE,8713,42289,34767,32765,28374
J82128,OLD FIRE STATION SURGERY,8428,39463,32751,31426,27071
J82129,NEW FOREST MEDICAL GROUP,7592,56771,40145,40468,38367
J82130,FRIARSGATE PRACTICE,24261,59666,42880,40080,37998
J82131,FORDINGBRIDGE SURGERY,12594,47860,37114,35502,32428
J82132,TESTVALE SURGERY,13014,45625,36045,34171,31521
J82133,BROCKHURST MEDICAL CENTRE,4516,42448,34445,33328,29789
J82134,FOREST END SURGERY,20432,44286,36222,33693,29969
J82135,BRANKSOMEWOOD H/CARE CTR,12553,66142,51110,43382,41164
J82136,CHAWTON PARK SURGERY,9425,54042,41863,38985,36014
J82138,HOOK & HARTLEY WINTNEY MEDICAL PTNERSHIP,16754,62547,47932,43559,40576
J82139,WISTARIA & MILFORD SURGERIES,15159,47622,35850,36186,33919
