PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
J82122,ALMA ROAD SURGERY,10034,47871,34238,32091,26694
J82123,HACKWOOD PARTNERSHIP,13223,56664,39323,36737,32750
J82124,ALRESFORD SURGERY,9386,54467,42044,38444,37471
J82125,JENNER HOUSE SURGERY,10190,59649,40862,37068,33750
J82126,RAYMOND ROAD SURGERY,3600,58218,39642,35273,31608
J82127,BRUNE MEDICAL CENTRE,8713,42806,33243,31361,28693
J82128,OLD FIRE STATION SURGERY,8428,45497,33254,31683,28321
J82129,NEW FOREST MEDICAL GROUP,7592,54961,41331,38542,36269
J82130,FRIARSGATE PRACTICE,24261,58612,43440,39033,36671
J82131,FORDINGBRIDGE SURGERY,12594,48627,37387,35256,34220
J82132,TESTVALE SURGERY,13014,46068,35993,34195,31172
J82133,BROCKHURST MEDICAL CENTRE,4516,41639,32802,31740,29105
J82134,FOREST END SURGERY,20432,44316,35685,33808,30460
J82135,BRANKSOMEWOOD H/CARE CTR,12553,68956,46216,42592,40271
J82136,CHAWTON PARK SURGERY,9425,57286,40996,38657,35687
J82138,HOOK & HARTLEY WINTNEY MEDICAL PTNERSHIP,16754,63323,44430,40886,39032
J82139,WISTARIA & MILFORD SURGERIES,15159,47624,37468,37029,35440
J82141,BATH LODGE PRACTICE,12478,45150,33410,31432,28235
J82142,THE BORDER PRACTICE,8581,56102,38435,35073,30667
J82143,PARK SURGERY,14917,65627,44355,41509,38626
J82144,CROWN HEIGHTS MEDICAL CENTRE,24196,57360,39963,37293,33403
J82145,ABBEYWELL SURGERY,18863,51504,39723,37195,35680
J82146,LYNDHURST SURGERY,5226,53930,41049,38485,35953
J82147,THE CLANFIELD PRACTICE,7708,55464,41362,37349,36126
J82149,DERBY ROAD PRACTICE,11316,45650,32139,31123,27760
J82150,CORNERWAYS MEDICAL CENTRE,11815,50337,39093,35633,34507
J82151,TWIN OAKS MEDICAL CENTRE,4125,49306,39714,35159,33715
J82152,BRIDGEMARY MEDICAL CENTRE,8661,40955,32601,30639,27962
J82154,THE HIGHLANDS PRACTICE,15887,49729,37433,35511,34120
J82155,PORTSDOWN GROUP PRACTICE,33564,42859,32380,30724,27258
J82156,WATERFRONT AND SOLENT SURGERY,7059,44685,36715,34664,31636
J82157,WILSON PRACTICE,13948,54658,39738,37583,34297
J82161,WESTLANDS MEDICAL CENTRE,10185,47424,36120,34698,32515
J82163,COWPLAIN FAMILY PRACTICE,8972,47639,37564,35138,32444
J82164,LIPHOOK AND LISS SURGERY,10570,56012,41700,37720,36338
J82165,DR O'DONOVAN & PARTNERS,5725,47752,34058,32863,30085
J82166,BARTON SURGERY,10505,45516,35705,34932,32515
J82168,DR PARKIN & PARTNERS,5892,44291,33167,32434,27591
J82169,BOYATT WOOD SURGERY,5245,49376,35506,33700,31455
J82171,BITTERNE PARK SURGERY,8772,50540,35253,33296,30156
J82174,LOCKSWOOD SURGERY,13286,56861,41224,38400,37387
J82175,SALISBURY ROAD SURGERY,5443,47659,34580,33638,29684
J82177,JOHN POUNDS SURGERY,3749,36592,29734,29853,23128
J82178,PRINCES GARDENS SURGERY,8193,57681,39399,35792,30709
J82180,TOWNHILL SURGERY,5373,48191,35556,33707,31304
J82181,MAYFIELD MEDICAL CENTRE,9344,52312,36468,33313,28734
J82182,CANUTE SURGERY,4630,44821,32816,31249,27763
J82183,MULBERRY HOUSE SURGERY,6105,50911,37021,34060,29894
J82184,PINEHILL SURGERY,3614,55824,39381,35299,31248
J82187,WESTON LANE SURGERY,9205,41628,30893,29816,26576
J82188,BURSLEDON SURGERY,3608,52966,38647,35122,33082
J82190,THE BROWNHILL SURGERY,7154,59608,41959,39107,37238
J82191,HEYWARD ROAD SURGERY,3799,45915,32890,31934,28060
J82192,ST LUKES SURGERY,12793,56758,40240,37621,35399
J82194,MILTON PARK PRACTICE,7061,45266,32700,31669,28437
J82195,SOUTHWOOD PRACTICE,6374,63575,42714,38664,35659
J82196,THE HOMEWELL PRACTICE,11539,40415,32688,30954,27594
J82197,BENTLEY VILLAGE SURGERY,3427,65297,46014,40800,38613
J82198,THE WELLINGTON PRACTICE,3147,58348,39694,36014,30831
J82199,DR LAWSON & PARTNERS,15719,41492,31451,31009,26073
J82201,THE GRANGE SURGERY,7583,54008,40799,38271,36081
J82203,REGENTS PARK SURGERY,5727,50077,34098,31501,28010
J82206,MONTEAGLE SURGERY,5847,60057,42550,39779,37011
J82207,HILL LANE SURGERY,8078,55681,38362,34924,30247
J82208,ST.PETERS SURGERY,5168,45466,33104,31475,28001
J82210,THE ELMS PRACTICE,9161,42593,35396,33582,31838
J82212,THE EASTNEY PRACTICE,4820,48368,34639,33505,30180
J82213,BROOK HOUSE SURGERY,4478,45503,31921,29618,26140
J82214,WHITCHURCH SURGERY,5553,56805,42284,38179,35825
J82215,LEE-ON-THE-SOLENT HEALTH CENTRE,6518,48819,38065,36081,37528
J82216,BROOK LANE SURGERY,11474,60199,42495,39162,38478
J82217,HOMELESS HEALTHCARE TEAM,504,45611,32466,30374,25382
J82218,CHINEHAM MEDICAL PRACTICE,11596,68509,44844,40595,38465
J82220,ROOKSDOWN PRACTICE,6209,59639,40871,37314,33803
J82605,WALNUT TREE SURGERY,3391,48124,34425,32792,26378
J82609,QUEENSWOOD SURGERY,4544,46694,37040,34792,31860
J82619,PORTSWOOD SOLENT SURGERY,4949,45800,33644,32259,27420
J82622,LADIES WALK PRACTICE,8412,45644,33691,31385,28184
J82625,BOUNDARIES SURGERY,3577,64558,45343,41200,37918
J82628,CRONDALL NEW SURGERY,4599,72274,46766,42102,39710
J82629,DERRY DOWN CLINIC,2691,58340,42043,38250,35621
J82630,NORTH CAMP SURGERY,4648,59596,40529,38228,33697
J82631,BARGATE MEDICAL CENTRE,4227,45767,33283,32038,26890
J82633,RIVERSIDE PARTNERSHIP,5759,55344,40475,36671,34262
J82639,KINGSCLERE HEALTH CENTRE,5564,57874,43004,40292,37241
J82640,HORNDEAN SURGERY,4770,52002,39693,35763,34339
J82646,PARK LANE MEDICAL CENTRE,5194,38745,31260,29356,25612
J82648,MANOR WAY SURGERY,4793,48276,37713,35762,36917
J82650,MIDDLE PARK MEDICAL CENTRE,2961,37329,30349,28724,24999
J82663,HIGHFIELD HEALTH,4126,51470,37044,33693,29414
J82669,ROWNER HEALTH CENTRE,6877,42610,32818,30496,27584
J82688,BEGGARWOOD SURGERY,6985,67163,44775,41816,37787
J83001,MERCHISTON SURGERY,14079,49235,36793,34290,31848
J83002,WESTROP SURGERY,10123,50516,38528,36454,35183
J83003,HARCOURT MEDICAL CENTRE,11758,51518,39215,35834,32684
J83004,WHITEPARISH SURGERY,6793,55791,42291,38568,36498
J83005,BARCROFT MEDICAL CENTRE,10441,54845,40564,36275,32122
J83006,PURTON SURGERY,9425,54439,41676,37273,35325
J83007,HATHAWAY SURGERY,16050,51215,38910,36149,33204
J83008,LOVEMEAD GROUP PRACTICE,17264,48454,36830,33970,30486
J83009,RIDGEWAY VIEW FAMILY PRACTICE,11621,52333,39273,35449,33870
J83010,PORCH SURGERY,11739,50481,38463,35522,32957
J83011,GIFFORDS PRIMARY CARE CTR,14166,47556,36385,33865,32119
J83013,BOX SURGERY,6603,53773,40318,36883,34412
J83014,CASTLE PRACTICE,11221,58918,41985,35713,33206
J83016,ADCROFT SURGERY,13593,48184,36636,33933,30228
J83017,PEWSEY SURGERY,6609,49583,39158,37300,34226
J83018,AVENUE SURGERY,16279,46838,36007,33568,30525
J83019,THE ORCHARD PARTNERSHIP,10366,53150,40204,35597,33156
J83020,ST ANN STREET SURGERY,8089,52519,40307,36323,33457
J83021,SALISBURY MEDICAL PRACTICE,17525,50743,38659,35053,31701
J83022,OLD TOWN SURGERY,8629,53613,39041,36686,32852
J83023,AVON VALLEY PRACTICE,6225,54500,41000,36001,34089
J83024,PRIORY ROAD MEDICAL CENTRE,8479,41386,31857,30255,26603
J83025,GREAT WESTERN SURGERY,5602,46094,34232,32190,28369
J83026,ENDLESS STREET SURGERY,8770,53113,40577,36970,34082
J83027,HAWTHORN MEDICAL CENTRE,12050,43606,32721,31277,27547
J83028,BRADFORD ROAD MEDICAL CTR,10636,47731,36374,33559,30189
J83029,TINKERS LANE SURGERY,8815,52289,38623,35779,33671
J83030,BRADFORD-ON-AVON AND MELKSHAM HEALTH,21152,51008,39374,36048,35082
J83031,MOREDON MEDICAL CENTRE,11543,45809,34627,32450,28712
J83032,THREE SWANS SURGERY,8674,51754,39671,36026,33044
J83033,WHALEBRIDGE PRACTICE,9808,45506,33375,31436,27175
J83034,LANSDOWNE SURGERY,7683,48247,36753,34866,31580
J83035,ABBEY MEADS MEDICAL PRACT,19526,47768,37254,34333,30404
J83036,ASHINGTON HOUSE SURGERY,10390,51468,37855,35186,30988
J83037,MARLBOROUGH SURGERY,11929,50327,38927,36820,35462
J83038,KINGSWOOD SURGERY,9518,40739,31217,30016,26129
J83039,NORTHLANDS SURGERY,10745,48686,37358,33800,31391
J83040,WHITE HORSE HEALTH CENTRE,19450,46231,36866,33246,31099
J83041,MALMESBURY PRIMARY CARE CENTRE,15299,54672,41761,37868,35755
J83042,ROWDEN SURGERY,15754,50394,38211,35768,32733
J83043,DOWNTON SURGERY,6745,53953,41417,37500,35119
J83044,WIDBROOK MEDICAL PRACTICE,5722,47388,36115,33344,29940
J83045,RAMSBURY SURGERY,8798,54788,41991,38130,37199
J83046,SPA MEDICAL CENTRE,10885,48027,36724,34096,32469
J83047,ELDENE SURGERY,7890,46392,34996,33329,30011
J83048,ST MELOR HOUSE SURGERY,5111,54296,40324,36145,31924
J83049,SOUTHBROOM SURGERY,11458,48474,36923,34888,31670
J83050,PATFORD HOUSE SURGERY PARTNERSHIP,8636,50663,38846,35343,33135
J83052,MILLSTREAM MEDICAL CENTRE,5733,51949,39632,35968,32999
J83053,ST.JAMES SURGERY,6622,48209,36725,34820,31556
J83054,THE HERMITAGE SURGERY,4399,52305,38333,36043,32404
J83055,NEW COURT SURGERY,9242,52507,38639,35817,33735
J83056,MARKET LAVINGTON SURGERY,5557,52049,39636,36220,33133
J83057,NORTH SWINDON PRACTICE,12443,49540,37809,35434,31906
J83058,TISBURY SURGERY,3672,45883,37432,35166,32699
J83059,THE LAWN MEDICAL CENTRE,6982,52192,38315,36135,32662
J83060,MERE SURGERY,4424,45477,36958,34151,32532
J83062,WILTON HEALTH CENTRE,3250,50013,38253,34629,32282
J83063,TAW HILL MEDICAL PRACTICE,12073,55115,42875,39108,34089
J83064,RIDGE GREEN MEDICAL PRACTICE,10266,52543,38844,36201,31840
J83601,BURBAGE SURGERY,3396,52927,41585,38035,33980
J83603,JUBILEE FIELD SURGERY,4553,56573,43086,39247,37742
J83609,CRICKLADE SURGERY,2640,51662,40617,36813,34734
J83615,OLD SCHOOL HOUSE SURGERY,3575,54359,42182,38390,34302
J83618,TOLSEY SURGERY,3414,55379,42155,37876,36329
J83619,COURTYARD SURGERY,2657,51294,38960,35780,32926
J83625,LODGE SURGERY,8256,51879,38405,36583,32498
J83629,SILTON SURGERY,1934,47833,37789,34777,32889
J83630,HINDON SURGERY,2150,45720,36945,34290,32438
J83632,CROSS PLAIN SURGERY,3484,59160,42087,35837,33335
J83633,VICTORIA CROSS SURGERY,6841,50127,36706,34725,30942
J83636,BEVERSBROOK MEDICAL CENTRE,6342,48808,37496,33793,31387
J83642,SMALLBROOK SURGERY,4225,46906,36105,33586,30572
J83643,BOURNE VALLEY PRACTICE,3001,58905,41936,35730,33242
J83644,ELDENE HEALTH CENTRE,2494,47061,35402,33592,30298
J83645,PHOENIX SURGERY,5010,48021,35714,33153,29427
J83646,PARK LANE PRACTICE,6500,48415,34683,32707,28557
J83649,CORNERSTONE PRACTICE,1602,51884,38983,35240,33448
J84003,VENTNOR MEDICAL CENTRE,5034,33967,30358,29621,28828
J84004,EAST COWES MEDICAL CENTRE,8322,35539,31067,30441,28400
J84005,ESPLANADE SURGERY,9937,35859,31322,30783,27687
J84007,ST.HELENS MEDICAL CENTRE,6145,40182,35013,32305,34913
J84008,ARGYLL HOUSE,4280,36527,31656,30873,28089
J84010,SHANKLIN MEDICAL CENTRE,11207,33739,29908,28840,27516
J84011,CARISBROOKE HEALTH CENTRE,10483,38049,32664,30463,27656
J84012,TOWER HOUSE SURGERY,10438,35913,31222,30574,27325
J84013,SANDOWN HEALTH CENTRE,11825,34729,29765,29016,27235
J84014,THE DOWER HOUSE,12491,36927,31899,29891,26848
J84015,COWES HEALTH CENTRE,15083,41276,32940,32093,30597
J84016,SOUTH WIGHT MEDICAL PRACTICE,5705,39568,34137,31700,30567
J84017,MEDINA HEALTHCARE,8971,38133,32426,30785,28699
J84018,GROVE HOUSE SURGERY,3574,33783,30226,29545,28723
J84019,BROOKSIDE HEALTH CENTRE,10676,35601,30961,30132,28141
J84020,BEECH GROVE SURGERY,4950,35054,30171,29316,27743
J84602,GARFIELD ROAD SURGERY,2735,36330,31491,30746,27842
K81001,THE WATERFIELD PRACTICE,11959,62729,41853,38384,33960
K81002,EASTFIELD HOUSE SURGERY,12494,56417,41121,37519,34377
K81003,SWALLOWFIELD MEDICAL PRACTICE,11459,70472,46973,40453,38570
K81004,TILEHURST SURGERY,13511,56809,39876,36193,31872
K81005,WEXHAM ROAD SURGERY,4217,60383,40454,32009,25170
K81006,THE SANDHURST GROUP PRACTICE,19751,64859,44301,41242,38231
K81007,LONDON STREET SURGERY,4492,60392,40488,36698,29843
K81010,KINGS CORNER SURGERY,7467,72554,50419,46318,42765
K81012,THE BOAT HOUSE SURGERY,10958,67544,47492,43460,40917
K81014,BALMORE PARK SURGERY,16095,72279,46580,41311,38585
K81015,WOODLANDS PARK SURGERY,3094,66638,46996,40131,37299
K81017,FALKLAND SURGERY,14258,58772,42397,38453,36125
K81018,LINDEN MEDICAL CENTRE,9613,68777,46869,39590,36724
K81019,ROSS ROAD MEDICAL CENTRE,2729,68313,46470,39520,36689
K81020,CLAREMONT HOLYPORT SURGERY,17772,68626,46798,40590,38319
K81021,DATCHET HEALTH CENTRE,10389,63735,45157,39657,36178
K81022,WOKINGHAM MEDICAL CENTRE,23094,70081,47242,43455,41257
K81023,HEATH HILL SURGERY,7174,71542,47010,42756,39885
K81024,LANGLEY HEALTH CENTRE,17063,63058,42538,35406,28944
K81025,FINCHAMPSTEAD PRACTICE,15260,77075,49199,43252,42304
K81026,CHATHAM STREET SURGERY,7330,60641,40171,36142,29579
K81027,MORTIMER SURGERY,11798,61516,44443,40728,37785
K81028,MAGNOLIA HOUSE SURGERY,9179,73385,50838,46652,43223
K81030,RINGMEAD MEDICAL PRACTICE,15558,62403,41421,37028,33293
K81032,BOUNDARY HOUSE SURGERY,8691,60904,41113,37472,32882
K81034,CROSBY HOUSE SURGERY,11131,61459,40347,31443,24297
K81036,THE CEDARS SURGERY,10564,67985,46391,39643,36746
K81039,THE AVENUE MEDICAL CENTRE,6766,57660,39244,31763,24774
K81040,MILMAN ROAD SURGERY DR LISTER,9736,57200,39200,34606,28840
K81041,EMMER GREEN SURGERY,9304,70376,46450,40898,38531
K81042,COOKHAM MEDICAL CENTRE,7701,65978,48261,43266,40965
K81043,HERSCHEL MEDICAL CENTRE,12690,62454,41965,33710,26221
K81044,MELROSE SURGERY DR FAB WILLIAMS,1818,60929,40657,36159,30265
K81045,PARKSIDE PRACTICE,13837,63692,43516,38207,34375
K81046,LEE HOUSE SURGERY,7341,70639,49133,42543,38499
K81047,BROOKSIDE PRACTICE,26554,71854,47940,41243,39105
K81048,LONG BARN LANE SURGERY,5551,54040,38017,33570,27945
K81050,THE DOWNLAND PRACTICE,10895,65308,46545,41539,38768
K81051,WOODLEY PRACTICE,11009,65216,44985,39309,36966
K81052,LAMBOURN SURGERY,6491,51181,39662,35701,33827
K81055,WARGRAVE PRACTICE,6690,66802,47857,43850,41587
K81056,WESTWOOD ROAD SURGERY,5200,57230,40068,35911,31382
K81057,HUNGERFORD SURGERY,7520,49253,38600,36259,33841
K81059,THE GAINSBOROUGH PRACTICE,9996,66251,44354,40998,37000
K81060,BINFIELD SURGERY,10048,71916,46502,42274,39302
K81061,NORTHCROFT SURGERY,8824,55142,40359,36780,33648
K81062,WESTERN ELMS SURGERY,15774,59799,39792,35652,29831
K81063,ST MARY'S ROAD SURGERY,11818,56616,40792,36669,33332
K81065,WHITLEY VILLA SURGERY,5733,60095,40499,35848,30141
K81066,THE SYMONS MEDICAL CENTRE,11989,69777,47122,40277,36893
K81067,CIRCUIT LANE SURGERY,10358,54507,39301,34288,30378
K81068,SHEET STREET SURGERY,9774,70068,48644,42410,38293
K81069,LODDON VALE PRACTICE,15517,66470,45535,40750,37488
K81070,TWYFORD SURGERY,12514,70003,47732,43226,41559
K81072,LONDON ROAD SURGERY,2444,61602,41075,35716,30906
K81073,THATCHAM HEALTH CENTRE,18478,55439,39535,37191,33102
K81074,CLARENCE MEDICAL CENTRE,15407,64346,46929,41261,36128
K81075,FARNHAM ROAD PRACTICE,23782,61810,41501,32599,25953
K81076,GREEN MEADOWS SURGERY,10020,68495,47356,43931,40639
K81077,THEALE MEDICAL CENTRE,10721,56525,40682,37914,34679
K81078,GROVELANDS MEDICAL CENTRE,14337,57987,39373,35203,30208
K81080,THE NEW SURGERY,6651,75501,49180,43482,40704
K81081,ABBEY MEDICAL CENTRE,2287,60909,40681,36902,30280
K81082,THE VILLAGE MEDICAL CENTRE,13764,63354,42687,34231,27799
K81083,BHARANI MEDICAL CENTRE,13055,62126,41277,32839,26017
K81084,ROSEMEAD SURGERY,5747,73480,48201,43235,40167
K81085,SHREEJI MEDICAL CENTRE,6115,61870,40765,32012,25070
K81086,MANOR PARK MEDICAL CENTRE,10246,61935,40953,32268,25266
K81087,EASTHAMPSTEAD SURGERY,5261,58726,40087,36578,31957
K81089,RAGSTONE ROAD SURGERY,3386,62617,41813,33530,26043
K81092,WOOSEHILL PRACTICE,11790,75602,49635,45603,42360
K81094,GREAT HOLLANDS PRACTICE,3759,64469,42772,37252,33676
K81097,REDWOOD HOUSE SURGERY,6196,67647,47083,40077,37057
K81100,PEMBROKE SURGERY,5505,61845,41444,36695,30993
K81101,MILMAN ROAD SURGERY DR KUMAR,6853,57736,39770,35461,30254
K81102,BURDWOOD SURGERY,10044,57966,41184,38367,35299
K81103,CHAPEL ROW SURGERY,7556,58661,42703,39324,38629
K81605,UNIVERSITY MEDICAL CENTRE,19079,60161,41458,36675,31184
K81607,CORDWALLIS ROAD SURGERY,3522,66202,45662,38257,35618
K81608,DR NABI,5235,62832,41691,32762,26205
K81610,FOREST END MEDICAL PRACTICE,11592,62079,41217,37802,33282
K81613,KENNET SURGERY,4469,59698,40126,35058,29961
K81616,KUMAR MEDICAL CENTRE,4497,61193,40892,32393,25515
K81622,WILDERNESS PRACTICE,2036,67934,45718,39234,36037
K81630,SOUTH MEADOW SURGERY,12746,63657,45856,39825,35790
K81633,SOUTH READING SURGERY,8003,61802,42735,35817,32339
K81636,79 RUSSELL STREET - DR SWAMI,6503,61340,41907,37492,32331
K81638,BURMA HILL PRACTICE,1866,66744,45622,41739,39939
K81640,ELDON ROAD SURGERY,2421,61679,40827,36271,30405
K81644,TILEHURST VILLAGE SURGERY,12092,58553,41073,36990,32430
K81645,240 WEXHAM ROAD,4442,60054,40351,31989,25227
K81647,PEPPARD ROAD SURGERY,2212,69152,45868,40728,37996
K81651,MELROSE SURGERY DR DEAN,5738,61069,40847,36350,30535
K81655,RADNOR HOUSE SURGERY,2703,68328,47340,43884,39660
K81656,CROWN WOOD MEDICAL CENTRE,4806,63001,41453,38456,33683
K81657,EVERGREEN PRACTICE,4005,59338,40322,36518,31881
K81667,TAPLOW HEALTH CENTRE,3674,61680,43338,38988,36017
K82001,RECTORY MEADOW SURGERY,8905,67448,47161,42052,39230
K82003,WOLVERTON HEALTH CENTRE,14984,49584,34023,30605,27033
K82004,AMERSHAM HEALTH CENTRE,12748,67945,47855,42321,39879
K82005,HAWTHORNDEN SURGERY,6739,60167,44229,40803,36765
K82006,IVER MEDICAL CENTRE,9618,61946,43492,38563,35614
K82007,THE SWAN PRACTICE,18960,56876,41351,37674,35745
K82008,THE HALL PRACTICE,9426,73064,50483,46016,43333
K82009,STONY MEDICAL CENTRE,11508,54108,39410,34412,32956
K82010,TOWER HOUSE SURGERY,9281,58088,40398,35046,30016
K82011,MILLBARN MEDICAL CENTRE,7527,67825,48630,43999,39870
K82012,HIGHFIELD SURGERY,5986,59026,42312,38282,37129
K82013,THE RED HOUSE SURGERY,13770,54216,38051,33617,29077
K82014,OAKFIELD SURGERY,4992,56359,38950,35105,31749
K82015,PARKSIDE MEDICAL CENTRE,10249,54986,38560,33491,29315
K82016,NEWPORT PAGNELL MED.CTR.,18637,56242,39620,36182,32753
K82017,DESBOROUGH SURGERY,10761,58371,40705,35669,31833
K82018,MEADOWCROFT SURGERY,13846,59451,38995,33483,29087
K82019,THE MANDEVILLE PRACTICE,16902,52857,35912,32994,28906
K82020,CHILTERN HOUSE MED CENTRE,9528,58973,41091,36039,32933
K82021,THE CROSS KEYS PRACTICE,14453,57402,42978,40112,37447
K82022,KINGSWOOD SURGERY,9937,55403,38667,33752,29521
K82023,"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP",27548,63030,45411,41449,37762
K82024,DR FIRTH AND PARTNERS,10487,57081,41118,36666,33158
K82025,SOVEREIGN MEDICAL CENTRE,10707,56768,38569,34569,29566
K82026,WHADDON HOUSE SURGERY,11579,55925,38961,34078,30082
K82027,PURBECK HEALTH CENTRE,6823,53719,36380,32847,28122
K82028,HADDENHAM MEDICAL CENTRE,7936,59415,43399,40260,39894
K82029,CHERRYMEAD SURGERY,10037,57850,41836,37856,34445
K82030,WYE VALLEY SURGERY,10126,57272,39713,34222,29071
K82031,THREEWAYS,6107,60748,44153,39747,36689
K82032,OAKRIDGE PARK MEDICAL CENTRE,12408,55094,37441,33885,29390
K82033,BURNHAM HEALTH CENTRE,18240,60468,42696,38057,34731
K82034,WELLINGTON HOUSE SURGERY,9078,58336,43098,40001,36789
K82035,THE JOHN HAMPDEN SURGERY,3342,61063,45053,42138,37345
K82036,RIVERSIDE SURGERY,9926,57134,39789,34428,29520
K82037,WATER MEADOW SURGERY,12167,57062,41152,37159,33550
K82038,POPLAR GROVE PRACTICE,17971,55971,38647,34929,31467
K82039,BEDFORD STREET SURGERY,11406,57894,39336,34436,29924
K82040,WHITEHILL SURGERY,13191,56512,37683,34359,30213
K82042,WHITCHURCH SURGERY,4123,61833,43552,38635,35466
K82043,NORDEN HOUSE SURGERY,9445,55231,42017,38505,35975
K82044,CARRINGTON HOUSE SURGERY,9844,58993,40952,35644,31190
K82045,SOUTHMEAD SURGERY,6523,62714,46379,41183,38141
K82046,THE SIMPSON CENTRE,16659,65887,46737,42073,38831
K82047,TRINITY HEALTH,11353,58357,42906,38926,37143
K82048,STOKENCHURCH MEDICAL CTRE,6555,55081,40973,37166,33879
K82049,HUGHENDEN VALLEY SURGERY,12540,64141,45980,41888,37280
K82050,WATER EATON HEALTH CENTRE,6296,52570,35788,31341,26382
K82051,THE MISBOURNE SURGERY,12034,68666,49295,44824,41409
K82053,PRIORY SURGERY,12471,58300,40517,35281,30864
K82054,ASHFIELD MEDICAL CENTRE,12420,52756,35262,31047,24926
K82055,DENHAM MEDICAL CENTRE,8942,60342,43868,39199,35506
K82057,COBBS GARDEN SURGERY,8492,54680,41598,38519,35837
K82058,GLADSTONE ROAD SURGERY,5197,56722,40754,36390,32865
K82059,WESTFIELD ROAD SURGERY,5644,53376,37018,32695,27990
K82060,NEATH HILL HEALTH CENTRE,4081,56362,38180,34256,29059
K82061,ASHCROFT SURGERY,4085,62126,43847,37961,35616
K82062,DRAYTON ROAD SURGERY,2854,53373,36512,32101,27209
K82064,FISHERMEAD MEDICAL CENTRE,6435,53486,35018,30922,24713
K82065,CTRL.MILTON KEYNES MED.CT,17067,54691,36245,32450,26562
K82066,POUND HOUSE SURGERY,7083,58511,42967,39615,35452
K82067,HILLTOPS MEDICAL CENTRE,15818,63821,41965,37010,33169
K82068,WADDESDON SURGERY,5268,61163,43555,39134,36390
K82069,VERNEY CLOSE SURGERY,8743,57629,41559,37627,35757
K82070,STEWKLEY ROAD SURGERY,4907,62485,43940,38012,35724
K82073,WESTONGROVE PARTNERSHIP,27613,59674,42896,39037,37200
K82074,KINGFISHER SURGERY,5618,57062,39801,36032,32234
K82076,WATLING VALE MEDICAL CTR.,12879,65860,42973,37228,33183
K82078,DR ALLAN AND PARTNERS,8729,72963,50617,46170,43304
K82079,EDLESBOROUGH SURGERY,7471,55675,41927,37664,36847
K82603,CRESSEX HEALTH CENTRE,8232,56014,39128,33957,29178
K82610,THE GROVE SURGERY,6417,51198,34526,30712,24459
K82615,WALNUT TREE HEALTH CENTRE,10561,64336,43523,37929,31691
K82617,THE STONEDEAN PRACTICE,6776,53778,39281,34291,32579
K82618,PROSPECT HOUSE SURGERY,3491,60928,44888,42238,37580
K82621,LITTLE CHALFONT SURGERY,5456,69463,49665,44492,41633
K82631,MILTON KEYNES VILLAGE SURG,13918,69574,45844,37937,33159
K82633,WESTCROFT HEALTH CENTRE,13440,70257,44731,37858,33380
K83002,DR WILCZYNSKI & PARTNERS,47636,42064,33363,28858,26354
K83003,QUEENSVIEW MEDICAL CENTRE,8425,41262,31576,28614,25037
K83004,BRACKLEY HEALTH CENTRE,4670,50921,37019,35177,31733
K83005,DR WAINWRIGHT & PARTNERS,12132,39709,30325,26605,23973
K83006,HEADLANDS SURGERY,10087,41526,32404,28836,26626
K83007,DR WINGFIELD & PARTNERS,11929,42100,32217,29515,28237
K83008,THE PINES SURGERY,8305,41969,32573,29585,26819
K83009,MOULTON SURGERY,11003,46282,35600,31657,28975
K83010,DELAPRE MEDICAL CENTRE,17136,47468,36994,30556,27819
K83011,THE REDWELL MEDICAL CENTRE,12097,42351,32664,28264,25313
K83012,KING EDWARD ROAD SURGERY,11297,45716,34975,31205,26666
K83013,ESKDAILL MEDICAL CENTRE,12711,41286,31963,28435,26082
K83014,LEICESTER TCE H/CARE CTR.,13956,42171,32446,28979,24708
K83015,DANETRE MEDICAL PRACTICE,12753,43322,33694,30637,27963
K83017,WANSFORD,6957,50852,39380,35849,33952
K83018,SPRINGFIELD SURGERY,9221,51683,37509,35405,32112
K83019,THE LONG BUCKBY PRACTICE,5723,49768,38116,35242,32933
K83020,RILLWOOD MEDICAL CENTRE,3417,42569,34236,26946,23894
K83021,ROTHWELL MEDICAL CENTRE,20421,42774,32867,29587,27676
K83022,TOWCESTER MEDICAL CENTRE,8276,49314,37713,34794,31643
K83023,OUNDLE,10838,49125,37464,33561,36039
K83024,DR HANSPAUL & PARTNERS,10761,41826,31989,29198,27935
K83025,THE MOUNTS MEDICAL CENTRE,15495,41914,32382,28978,24224
K83026,DR CRAIG & PARTNERS,16755,40879,31350,27645,24473
K83027,LANGHAM PLACE SURGERY,9668,41782,32163,28937,24458
K83028,DR BEVAN & PARTNERS,10976,41518,31128,29117,26975
K83029,ABINGTON PARK SURGERY,12402,45367,34645,30702,26626
K83030,THE COTTONS MEDICAL CENTRE,9310,43449,33406,29718,28414
K83031,BYFIELD MEDICAL CENTRE,7878,47547,36987,34058,31601
K83032,ABBEY HOUSE MEDICAL PRACTICE,19624,43905,34177,30954,28252
K83033,MOLLA & KESANI,3575,43598,34551,28298,24957
K83035,KINGSTHORPE MEDICAL CTR.,5436,42191,32287,28845,25698
K83036,LINDEN AVENUE MEDICAL CENTRE,13944,41311,31820,28338,26509
